candidate_id,source_id,source_url,source_sha256,archive_date,page_start,page_end,item_number,item_text,date,document_vote_date,license_number,license_num,normalized_license_num,outcome,disposition,outcome_text,board_granted_application,decision_bearing,completed_sale_verified,ambiguity_notes,review_status,event_id,event_type,action_subtype,transferor,transferor_dba,transferee,transferee_dba,from_address,to_address,pledge_recipient,parties,licensee,licensee_dba,collateral_as_stated
BLB-2021-11-04-c009,BLB-2021-11-04,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011.4.2021.pdf,3535cd7c45706c06891711e1efd219d6a3c9b4705f1eb4753ddcbab79818f5fa,2021-11-04,4,4,9,"9. Bitton, LLC

Doing business as: Cafeteria
279A Newbury St., Boston, MA 02115
License #: LB-99108
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer
the license from the above - To: Hereford Investment Group LLC (at the same location). George
Aboujaoude, Manager. 1:00 AM Closing Hour. Secondly, has petitioned to amend the
description of the licensed business - From: Rear entrances for stock; two rooms, bar and
kitchen on the first floor; cellar for stock with outdoor patio.( Management services agreement
between Bitton, LLC as licensee and Cafeteria, Boston, LLC doing business as ""CAFETERIA
BOSTON'' approved by BLB and ABCC.) Capacity breakdown:
basement - 41; 1st fl - 40; outside seasonal patio – 50 To: On two floors (approx. 4000 SF),
upper level consisting of bar and dining area (capacity 55), and lower level consisting of storage
kitchen, bar and dining area (capacity 48) with seasonal outdoor patio (approx. 1000SF) on
private property (capacity 91). Patio is seasonal March-November with closing hour of 10PM.
Lastly, has petitioned to Pledge the License to Bitton, LLC.
Attorney: Marci Costa

Deferred pending completion of the community process",2021-11-04,2021-11-04,LB-99108,LB99108,LB99108,deferred,deferred,Deferred pending completion of the community process,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-04-c009-pledge,license_pledge,pledge_application_disposition,,,,,"279A Newbury St., Boston, MA 02115",,"Bitton, LLC","{""licensee"": ""Hereford Investment Group LLC"", ""pledge_recipient"": ""Bitton, LLC""}",Hereford Investment Group LLC,,"[""license""]"
BLB-2021-11-04-c010,BLB-2021-11-04,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011.4.2021.pdf,3535cd7c45706c06891711e1efd219d6a3c9b4705f1eb4753ddcbab79818f5fa,2021-11-04,4,4,10,"10. VJP, LLC

Doing business as: The Wine Cave
71 - 75 Canal St., Boston, MA 02114
License #: LB-101871
Holder of Retail Package Store All-Alcohol License has petitioned to transfer the license and
the location from the above - To: JHMP, Inc. d/b/a V&D Variety Store located at 1895-1897
River Street, Hyde Park MA 02136. Mukesh Patel, Manager. 11:00 PM Closing Hour. Lastly,
has petitioned to pledge the license to VJP, LLC. Attorney: Marci Costa

Deferred pending completion of the community process",2021-11-04,2021-11-04,LB-101871,LB101871,LB101871,deferred,deferred,Deferred pending completion of the community process,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-04-c010-transfer,license_transfer,transfer_application_disposition,"VJP, LLC",The Wine Cave,"JHMP, Inc.",V&D Variety Store,"71 - 75 Canal St., Boston, MA 02114","1895-1897 River Street, Hyde Park MA 02136",,"{""transferor"": ""VJP, LLC"", ""transferee"": ""JHMP, Inc.""}",,,
BLB-2021-11-04-c010,BLB-2021-11-04,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011.4.2021.pdf,3535cd7c45706c06891711e1efd219d6a3c9b4705f1eb4753ddcbab79818f5fa,2021-11-04,4,4,10,"10. VJP, LLC

Doing business as: The Wine Cave
71 - 75 Canal St., Boston, MA 02114
License #: LB-101871
Holder of Retail Package Store All-Alcohol License has petitioned to transfer the license and
the location from the above - To: JHMP, Inc. d/b/a V&D Variety Store located at 1895-1897
River Street, Hyde Park MA 02136. Mukesh Patel, Manager. 11:00 PM Closing Hour. Lastly,
has petitioned to pledge the license to VJP, LLC. Attorney: Marci Costa

Deferred pending completion of the community process",2021-11-04,2021-11-04,LB-101871,LB101871,LB101871,deferred,deferred,Deferred pending completion of the community process,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-04-c010-pledge,license_pledge,pledge_application_disposition,,,,,"71 - 75 Canal St., Boston, MA 02114",,"VJP, LLC","{""licensee"": ""JHMP, Inc."", ""pledge_recipient"": ""VJP, LLC""}","JHMP, Inc.",V&D Variety Store,"[""license""]"
BLB-2021-11-04-c011,BLB-2021-11-04,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011.4.2021.pdf,3535cd7c45706c06891711e1efd219d6a3c9b4705f1eb4753ddcbab79818f5fa,2021-11-04,5,5,11,"11. OS Prime, LLC

Doing business as: Fleming’s Prime Steakhouse & Wine Bar
201 Stuart St., Boston, MA 02116
License #: LB-99270
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer
the license and the location from the above – To: PKL Boston, LLC d/b/a PKL Boston located at
64 C Street (aka 55 Old Colony Avenue), Boston, MA 02127. Premise consists of – Four large
rooms with 21,200SF on Main Level for guests. One Lower Basement level for storage. One
Main entrance with six exits including main entrance. Capacity breakdown: 420 occupants with
272 seating, 148 standing. Brian Weller, Manager. Hours Monday-Thursday: 11 AM-12AM;
Friday-Saturday: 11AM-2AM; Sunday: 11AM-11PM. Lastly, has petitioned to pledge the license
to SB Gateway II LLC. Attorney: Nicholas J. Zozula

Rescheduled",2021-11-04,2021-11-04,LB-99270,LB99270,LB99270,rescheduled,rescheduled,Rescheduled,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-04-c011-transfer,license_transfer,transfer_application_disposition,"OS Prime, LLC",Fleming’s Prime Steakhouse & Wine Bar,"PKL Boston, LLC",PKL Boston,"201 Stuart St., Boston, MA 02116","64 C Street (aka 55 Old Colony Avenue), Boston, MA 02127",,"{""transferor"": ""OS Prime, LLC"", ""transferee"": ""PKL Boston, LLC""}",,,
BLB-2021-11-04-c011,BLB-2021-11-04,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011.4.2021.pdf,3535cd7c45706c06891711e1efd219d6a3c9b4705f1eb4753ddcbab79818f5fa,2021-11-04,5,5,11,"11. OS Prime, LLC

Doing business as: Fleming’s Prime Steakhouse & Wine Bar
201 Stuart St., Boston, MA 02116
License #: LB-99270
Holder of a Common Victualler 7 Day All-Alcoholic Beverages License has petitioned to transfer
the license and the location from the above – To: PKL Boston, LLC d/b/a PKL Boston located at
64 C Street (aka 55 Old Colony Avenue), Boston, MA 02127. Premise consists of – Four large
rooms with 21,200SF on Main Level for guests. One Lower Basement level for storage. One
Main entrance with six exits including main entrance. Capacity breakdown: 420 occupants with
272 seating, 148 standing. Brian Weller, Manager. Hours Monday-Thursday: 11 AM-12AM;
Friday-Saturday: 11AM-2AM; Sunday: 11AM-11PM. Lastly, has petitioned to pledge the license
to SB Gateway II LLC. Attorney: Nicholas J. Zozula

Rescheduled",2021-11-04,2021-11-04,LB-99270,LB99270,LB99270,rescheduled,rescheduled,Rescheduled,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-04-c011-pledge,license_pledge,pledge_application_disposition,,,,,"201 Stuart St., Boston, MA 02116",,SB Gateway II LLC,"{""licensee"": ""PKL Boston, LLC"", ""pledge_recipient"": ""SB Gateway II LLC""}","PKL Boston, LLC",PKL Boston,"[""license""]"
BLB-2021-11-04-c019,BLB-2021-11-04,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011.4.2021.pdf,3535cd7c45706c06891711e1efd219d6a3c9b4705f1eb4753ddcbab79818f5fa,2021-11-04,7,7,2,"2. The Board deferred the following to allow for completion of the community process, which has
   since occurred: Mabrothers, LLC d/b/a The Marliave, located at 10-11 Bosworth Street, Boston,
   MA 02108 License # LB-99338. Holder of a Common Victualler 7 Day All Alcoholic Beverages
   License has petitioned to transfer the license and the location from the above -- To: 903
   Boylston Street LLC located at 903-905 Boylston Street, Boston, MA 02115. Manager: Steven
   R. Brooks. Closing hour at 2:00 AM. Attorney: Jon D. Aieta

   Granted
   Condition: any subsequent management agreement or transfer at the same location
   requires a community process at the discretion of the Board",2021-11-04,2021-11-04,LB-99338,LB99338,LB99338,granted,granted,Granted Condition: any subsequent management agreement or transfer at the same location requires a community process at the discretion of the Board,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-04-c019-transfer,license_transfer,transfer_application_disposition,"Mabrothers, LLC",The Marliave,903 Boylston Street LLC,,"10-11 Bosworth Street, Boston, MA 02108","903-905 Boylston Street, Boston, MA 02115",,"{""transferor"": ""Mabrothers, LLC"", ""transferee"": ""903 Boylston Street LLC""}",,,
BLB-2021-11-18-c013,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,5,5,13,"13. Rosticeria Cancun 2, LLC

   Doing business as: ROSTICERIA CANCUN 2
   145 Meridian St., East Boston, MA 02128
   License #: LB‑99662
   Holder of a Common Victualler 7 Day Wines & Malt Beverages License has petitioned to
   transfer the license from the above – To: Etnias Restaurant, Inc. d/b/a Etnias Restaurant (at
   the same location). Manager: Luz Elida Arango. Closing hour 1:00 AM. Lastly, has
   petitioned to pledge the license to Tarek Aki Hassan.
   Attorney: David R. Jackowitz

Granted",2021-11-18,2021-11-18,LB-99662,LB99662,LB99662,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c013-transfer,license_transfer,transfer_application_disposition,"Rosticeria Cancun 2, LLC",ROSTICERIA CANCUN 2,"Etnias Restaurant, Inc.",Etnias Restaurant,"145 Meridian St., East Boston, MA 02128","145 Meridian St., East Boston, MA 02128",,"{""transferor"": ""Rosticeria Cancun 2, LLC"", ""transferee"": ""Etnias Restaurant, Inc.""}",,,
BLB-2021-11-18-c013,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,5,5,13,"13. Rosticeria Cancun 2, LLC

   Doing business as: ROSTICERIA CANCUN 2
   145 Meridian St., East Boston, MA 02128
   License #: LB‑99662
   Holder of a Common Victualler 7 Day Wines & Malt Beverages License has petitioned to
   transfer the license from the above – To: Etnias Restaurant, Inc. d/b/a Etnias Restaurant (at
   the same location). Manager: Luz Elida Arango. Closing hour 1:00 AM. Lastly, has
   petitioned to pledge the license to Tarek Aki Hassan.
   Attorney: David R. Jackowitz

Granted",2021-11-18,2021-11-18,LB-99662,LB99662,LB99662,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c013-pledge,license_pledge,pledge_application_disposition,,,,,"145 Meridian St., East Boston, MA 02128",,Tarek Aki Hassan,"{""licensee"": ""Etnias Restaurant, Inc."", ""pledge_recipient"": ""Tarek Aki Hassan""}","Etnias Restaurant, Inc.",Etnias Restaurant,"[""license""]"
BLB-2021-11-18-c014,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,6,6,14,"14. Os Prime, LLC

    Doing business as: FLEMING’S PRIME STEAKHOUSE & WINE BAR
    201 Stuart St., Boston, MA 02116
    License #: LB‑99270
    Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: PKL Boston, LLC d/b/a PKL
    located at 64 C Street (aka 10‑50 Old Colony Avenue), Boston, MA 02127. Premise
    consists of – Four large rooms with 21,200SF on Main Level for guests. One Lower
    Basement level for storage. One Main entrance with six exits including main entrance.
    Capacity breakdown: 420 occupants with 272 seating, 148 standing. Brian Weller, Manager.
\   Hours Monday‑Thursday: 11 AM‑12AM; Friday‑Saturday: 11AM‑2AM;
    Sunday: 11AM‑11PM.
    Lastly, has petitioned to pledge the license to SB Gateway II LLC.
    Attorney: Nicholas J. Zozula

Granted",2021-11-18,2021-11-18,LB-99270,LB99270,LB99270,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c014-transfer,license_transfer,transfer_application_disposition,"Os Prime, LLC",FLEMING’S PRIME STEAKHOUSE & WINE BAR,"PKL Boston, LLC",PKL,"201 Stuart St., Boston, MA 02116","64 C Street (aka 10‑50 Old Colony Avenue), Boston, MA 02127",,"{""transferor"": ""Os Prime, LLC"", ""transferee"": ""PKL Boston, LLC""}",,,
BLB-2021-11-18-c014,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,6,6,14,"14. Os Prime, LLC

    Doing business as: FLEMING’S PRIME STEAKHOUSE & WINE BAR
    201 Stuart St., Boston, MA 02116
    License #: LB‑99270
    Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
    transfer the license and the location from the above – To: PKL Boston, LLC d/b/a PKL
    located at 64 C Street (aka 10‑50 Old Colony Avenue), Boston, MA 02127. Premise
    consists of – Four large rooms with 21,200SF on Main Level for guests. One Lower
    Basement level for storage. One Main entrance with six exits including main entrance.
    Capacity breakdown: 420 occupants with 272 seating, 148 standing. Brian Weller, Manager.
\   Hours Monday‑Thursday: 11 AM‑12AM; Friday‑Saturday: 11AM‑2AM;
    Sunday: 11AM‑11PM.
    Lastly, has petitioned to pledge the license to SB Gateway II LLC.
    Attorney: Nicholas J. Zozula

Granted",2021-11-18,2021-11-18,LB-99270,LB99270,LB99270,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c014-pledge,license_pledge,pledge_application_disposition,,,,,"201 Stuart St., Boston, MA 02116",,SB Gateway II LLC,"{""licensee"": ""PKL Boston, LLC"", ""pledge_recipient"": ""SB Gateway II LLC""}","PKL Boston, LLC",PKL,"[""license""]"
BLB-2021-11-18-c015,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,6,6,15,"15. E.P.E. Corporation

    Doing business as: HALFTIME
    115 Causeway St., Boston, MA 02114
    License #: LB‑99514
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to
    transfer the license from the above – To: Venture 66 LLC d/b/a Halftime Pizza (at the same
    location). Justino Pasquale, Manager. 1:00 AM Closing Hour.

Granted",2021-11-18,2021-11-18,LB-99514,LB99514,LB99514,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c015-transfer,license_transfer,transfer_application_disposition,E.P.E. Corporation,HALFTIME,Venture 66 LLC,Halftime Pizza,"115 Causeway St., Boston, MA 02114","115 Causeway St., Boston, MA 02114",,"{""transferor"": ""E.P.E. Corporation"", ""transferee"": ""Venture 66 LLC""}",,,
BLB-2021-11-18-c016,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,7,7,16,"16. Lucca Holdings, Inc.

    Doing business as: LUCCA BACK BAY
    116 Huntington Ave., Boston, MA 02116
    License #: LB‑99332
    Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
    transfer the license from the above‑To: 116 Huntington License, LLC (at the same location).
    Michael Loughlin, Manager. Closing hour 2:00AM.
    Attorney: Dennis A. Quilty

Granted
Condition: any subsequent management agreement or transfer at the same location
requires a community process at the discretion of the Board",2021-11-18,2021-11-18,LB-99332,LB99332,LB99332,granted,granted,Granted Condition: any subsequent management agreement or transfer at the same location requires a community process at the discretion of the Board,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c016-transfer,license_transfer,transfer_application_disposition,"Lucca Holdings, Inc.",LUCCA BACK BAY,"116 Huntington License, LLC",,"116 Huntington Ave., Boston, MA 02116","116 Huntington Ave., Boston, MA 02116",,"{""transferor"": ""Lucca Holdings, Inc."", ""transferee"": ""116 Huntington License, LLC""}",,,
BLB-2021-11-18-c017,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,7,7,17,"17. Pho and I, Inc.

    Doing business as: PHO AND I
    267 Huntington Ave., Boston, MA 02115
    License #: LB‑99577
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to
    transfer the license and the location from the above – To: JSM 636 Group, Inc. d/b/a bb.q
    Chicken located at 636 Beacon Street, Boston, MA 02215. The premises consist of one
    level, long rectangular shaped unit with kitchen, storage, and dining area with 40 seats on
    the same level, plus the exclusive right to use annually a privately owned patio (part of the
    leased premises) for outdoor seating with 20 seats. Operating hours Monday through
    Sunday: 11am‑10pm with all patrons out by 10:30pm. Dong Zheng, Manager
    Attorney: Wei Jia

Granted",2021-11-18,2021-11-18,LB-99577,LB99577,LB99577,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c017-transfer,license_transfer,transfer_application_disposition,"Pho and I, Inc.",PHO AND I,"JSM 636 Group, Inc.",bb.q Chicken,"267 Huntington Ave., Boston, MA 02115","636 Beacon Street, Boston, MA 02215",,"{""transferor"": ""Pho and I, Inc."", ""transferee"": ""JSM 636 Group, Inc.""}",,,
BLB-2021-11-18-c018,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,8,8,18,"18. J & K Blasi, Inc.

    Doing business as: BLASI CAFE
    762 Adams St., Dorchester, MA 02122
    License #: LB‑99755
    Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has
    petitioned to transfer the license from the above – To: M&K Restaurant Group, LLC. d/b/a
    Blasi Cafe (at the same location). Kenneth Blasi, Manager. Midnight Closing Hour.
    Lastly, has petitioned to Pledge the License to Coastal Heritage Bank.
    Attorney: John P. Connell

Granted",2021-11-18,2021-11-18,LB-99755,LB99755,LB99755,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c018-transfer,license_transfer,transfer_application_disposition,"J & K Blasi, Inc.",BLASI CAFE,"M&K Restaurant Group, LLC.",Blasi Cafe,"762 Adams St., Dorchester, MA 02122","762 Adams St., Dorchester, MA 02122",,"{""transferor"": ""J & K Blasi, Inc."", ""transferee"": ""M&K Restaurant Group, LLC.""}",,,
BLB-2021-11-18-c018,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,8,8,18,"18. J & K Blasi, Inc.

    Doing business as: BLASI CAFE
    762 Adams St., Dorchester, MA 02122
    License #: LB‑99755
    Holder of a Common Victualler 7 Day Wines and Malt Beverages with Liqueurs License has
    petitioned to transfer the license from the above – To: M&K Restaurant Group, LLC. d/b/a
    Blasi Cafe (at the same location). Kenneth Blasi, Manager. Midnight Closing Hour.
    Lastly, has petitioned to Pledge the License to Coastal Heritage Bank.
    Attorney: John P. Connell

Granted",2021-11-18,2021-11-18,LB-99755,LB99755,LB99755,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c018-pledge,license_pledge,pledge_application_disposition,,,,,"762 Adams St., Dorchester, MA 02122",,Coastal Heritage Bank,"{""licensee"": ""M&K Restaurant Group, LLC."", ""pledge_recipient"": ""Coastal Heritage Bank""}","M&K Restaurant Group, LLC.",Blasi Cafe,"[""license""]"
BLB-2021-11-18-c019,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,8,8,19,"19. Y&Y Enterprises, Inc.

    Doing business as: THAI BASIL RESTAURANT
    132 Newbury St., Boston, MA 02116
    License #: LB‑99572
    Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned for
    a change of Officers/Directors/LLC Managers, a change of Ownership & Stock Interest.
    Secondly, has petitioned to change the manager of the licensed business – From: Yee Yang
    To: Settha Daranuwat. Lastly, has petitioned to Pledge the License and Stock to Yee Yang.
    Attorney: Andrew F. Upton

Granted",2021-11-18,2021-11-18,LB-99572,LB99572,LB99572,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c019-pledge,license_pledge,pledge_application_disposition,,,,,"132 Newbury St., Boston, MA 02116",,Yee Yang,"{""licensee"": ""Y&Y Enterprises, Inc."", ""pledge_recipient"": ""Yee Yang""}","Y&Y Enterprises, Inc.",THAI BASIL RESTAURANT,"[""license"", ""stock""]"
BLB-2021-11-18-c020,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,8,8,20,"20. The Wine Bar, LLC

   Doing business as: 49 SOCIAL
   49 Temple Pl., Boston, MA 02111
   License #: LB‑99190
   Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
   transfer the license from the above – To: K&K Restaurant Group Inc. d/b/a Estella (at the
   same location). Manager: Helder Brandao. Closing hour 2:00 AM.
   Attorney: Adam R. Barnosky

Deferred pending completion of the community process",2021-11-18,2021-11-18,LB-99190,LB99190,LB99190,deferred,deferred,Deferred pending completion of the community process,False,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c020-transfer,license_transfer,transfer_application_disposition,"The Wine Bar, LLC",49 SOCIAL,K&K Restaurant Group Inc.,Estella,"49 Temple Pl., Boston, MA 02111","49 Temple Pl., Boston, MA 02111",,"{""transferor"": ""The Wine Bar, LLC"", ""transferee"": ""K&K Restaurant Group Inc.""}",,,
BLB-2021-11-18-c021,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,9,9,21,"21. Jake, Inc.

   Doing business as: MCGREEVY’S THIRD BASE
   911 Boylston St., Boston, MA 02115
   License #: LB‑99198
   Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
   transfer the license from the above ‑ To: BostonInFour, LLC d/b/a McGreevy’s (at the same
   location). Jennifer Smas, Manager. Closing hour 2:00AM. Lastly, has petitioned to Pledge
   the License to Jake, Inc.
   Attorney: Andrew F. Upton

Granted",2021-11-18,2021-11-18,LB-99198,LB99198,LB99198,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c021-transfer,license_transfer,transfer_application_disposition,"Jake, Inc.",MCGREEVY’S THIRD BASE,"BostonInFour, LLC",McGreevy’s,"911 Boylston St., Boston, MA 02115","911 Boylston St., Boston, MA 02115",,"{""transferor"": ""Jake, Inc."", ""transferee"": ""BostonInFour, LLC""}",,,
BLB-2021-11-18-c021,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,9,9,21,"21. Jake, Inc.

   Doing business as: MCGREEVY’S THIRD BASE
   911 Boylston St., Boston, MA 02115
   License #: LB‑99198
   Holder of a Common Victualler 7 Day All‑Alcoholic Beverages License has petitioned to
   transfer the license from the above ‑ To: BostonInFour, LLC d/b/a McGreevy’s (at the same
   location). Jennifer Smas, Manager. Closing hour 2:00AM. Lastly, has petitioned to Pledge
   the License to Jake, Inc.
   Attorney: Andrew F. Upton

Granted",2021-11-18,2021-11-18,LB-99198,LB99198,LB99198,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c021-pledge,license_pledge,pledge_application_disposition,,,,,"911 Boylston St., Boston, MA 02115",,"Jake, Inc","{""licensee"": ""BostonInFour, LLC"", ""pledge_recipient"": ""Jake, Inc""}","BostonInFour, LLC",McGreevy’s,"[""license""]"
BLB-2021-11-18-c036,BLB-2021-11-18,https://www.boston.gov/sites/default/files/file/2021/11/Voting%20Agenda%2011-18-21.pdf,d6b83fa52f3ceed50d1f70cb70c784ec3eb055f5096f4312433651b4b6e37e68,2021-11-18,13,13,3,"3.      The Board deferred the following to allow for completion of the community process,
which has occurred: J.T.J. Corporation d/b/a Daisy Buchanan’s, located at 240A Newbury Street,
Boston, MA 02116 License # LB-98899. Holder of a Common Victualler 7 Day All Alcoholic
Beverages License has petitioned to transfer the license and location from the above - To:
Stuland, LLC d/b/a Jacob Wirth, located at 31-37 Stuart Street, Boston, MA 02116. Manager:
Julius Sokol. Closing hour: 2AM. Attorney: Michael W. Ford

Granted",2021-11-18,2021-11-18,LB-98899,LB98899,LB98899,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-11-18-c036-transfer,license_transfer,transfer_application_disposition,J.T.J. Corporation,Daisy Buchanan’s,"Stuland, LLC",Jacob Wirth,"240A Newbury Street, Boston, MA 02116","31-37 Stuart Street, Boston, MA 02116",,"{""transferor"": ""J.T.J. Corporation"", ""transferee"": ""Stuland, LLC""}",,,
BLB-2021-12-02-c010,BLB-2021-12-02,https://www.boston.gov/sites/default/files/file/2021/12/BLB%20Voting%20Agenda%2012-2-21.pdf,b65e9d88182f00b6d9963ddbff89fb8b7d3db9738d703bc1a5a4b091f880b1bd,2021-12-02,4,4,10,"10. Mitsos, LLC

Doing business as: KRASI
48 Gloucester St., Boston, MA 02115
License #: LB‑99587
Holder of a Common Victualler 7 Day Wines and Malt Beverages License has petitioned to
transfer the license and the location from the above – To: Crazy Good Kitchen, LLC; 266‑268
Newbury Street Boston MA 02116. The premises consist of a commercial restaurant located in
the two subterranean floors of 266‑268 Newbury Street Boston; containing approx. 2,319SF with
2 rooms, a bar, 2 restrooms, basement storage and 2 outdoor patios containing approx. 700SF on
the first floor. The patios are on private property and will contain 10 tables all with a closing
hour of 10PM. Selma m. Desouza, Manager. Lastly has petitioned to change the classification of
its license ‑To Wines, Malt Beverages and Liqueurs pursuant to the authority contained in
Chapter 481 of the Acts of 1994.
Attorney: Louis A. Cassis

Granted",2021-12-02,2021-12-02,LB-99587,LB99587,LB99587,granted,granted,Granted,True,True,False,[],reviewed_against_full_candidate_and_source_context,BLB-2021-12-02-c010-transfer,license_transfer,transfer_application_disposition,"Mitsos, LLC",KRASI,"Crazy Good Kitchen, LLC",,"48 Gloucester St., Boston, MA 02115",266‑268 Newbury Street Boston MA 02116,,"{""transferor"": ""Mitsos, LLC"", ""transferee"": ""Crazy Good Kitchen, LLC""}",,,
