entity_name,event_date,record_type,record_id,source,role_or_transaction,people,address_or_parcel,verification_level,key_fact,caution
"Scripton Products, Inc.",1988-12-28,domestic dissolution,G532_1228;batch cover G532_0974 p.7;OH-SOS:728764:G532_0974,Ohio Secretary of State,Dissolution executed 1988-12-22 and filed 1988-12-28; listed in 46-company submission,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary, and Schwartz/Rubenstein the listed directors; the sole shareholder was unnamed","The affidavit says no personal property in Ohio, not no real estate. Batch submission is not ownership or asset-recipient proof. Argotron G532_0974 p.7 establishes inclusion in a 46-company administrative dissolution batch; it does not establish common ownership, common control, a shared property portfolio, or beneficial ownership."
"Urban Improvement of Columbus, Inc.",1967-09-21,domestic nonprofit articles,B521_2010,Ohio Secretary of State,Formation; explicit property-holding purpose; original trustee and agent appointments,Harrison W. Smith; Harrison W. Smith Jr.; James M. Tobin,"Columbus, Franklin County; 228 Preston Rd.; 258 N. Parkview; 2367 Brentwood Rd.",primary_image_confirmed,The three men were incorporators and initial trustees; Tobin was original statutory agent; the purpose expressly included holding title and interests in real and personal property,"No parcel, deed, member, beneficiary, shareholder, Epstein, Wexner, or Snow is identified."
"Urban Improvement of Columbus, Inc.",1977-01-11,certificate of continued existence,E233_1442,Ohio Secretary of State,Continued-existence statement,James M. Tobin,"Principal office: Columbus, Franklin County; agent: 37 W. Broad St., Columbus",primary_image_confirmed,Tobin signed as vice president and was listed as statutory agent.,"The statement identifies no parcel, owner, Snow, Epstein, or Wexner."
"Urban Improvement of Columbus, Inc.",1987-10-30,reinstatement and subsequent agent appointment,G266_1966,Ohio Secretary of State,Reinstatement after 1982 cancellation; agent change,Harrison W. Smith Jr.; Jeffrey L. Brown; Ben W. Hale Jr.; James M. Tobin,"37 W. Broad St., Columbus, OH 43215",primary_image_confirmed,Smith signed the reinstatement as president; Brown signed as vice president to appoint Hale as agent succeeding Tobin.,"The packet identifies no property transfer, parcel, Snow, Epstein, or Wexner."
"Urban Improvement of Columbus, Inc.",1989-02-24,amendment and subsequent agent appointment,G575_1397; G575_1404,Ohio Secretary of State,Purpose amendment and appointment of Dorothy Snow as statutory agent,Harold L. Levin; William R. Westbrook; Dorothy Snow; Ben W. Hale Jr.,"Snow: 41 S. High St., Suite 3710, Columbus, OH 43215",primary_image_confirmed,"Levin was president and Westbrook secretary; the amended purpose was to own and operate a social, recreational, or athletic club; Levin appointed Snow as agent.","Snow signed only as statutory agent, not as officer or trustee. The purpose identifies no club name, parcel, deed, owner, Epstein, or Wexner."
"Urban Improvement of Columbus, Inc.",1989-02-24,agent-resignation packet with embedded source error,G575_1401,Ohio Secretary of State,Portal labels an agent resignation,,,primary_packet_incomplete_source_error,The receipt and certificate confirm an agent-resignation filing for the corporation.,"Page 3 is an Ohio-hosted error placard, so the resignation instrument, signer, and resigning agent cannot be read from this packet."
"Urban Improvement of Columbus, Inc.",1994-02-22,certificate of continued existence,9458_0560,Ohio Secretary of State,Continued-existence statement,John W. Kessler; Dorothy Snow,"Snow: 41 S. High St., Suite 3710, Columbus, OH 43215",primary_image_confirmed,Kessler signed as trustee; Snow was listed as current statutory agent.,"Snow is not identified as a trustee or officer; no parcel, Epstein, or Wexner appears."
"Urban Improvement of Columbus, Inc.",1999-03-15,failure-to-file cancellation,199907400518,Ohio Secretary of State,Cancellation for failure to file statement of continued existence,Dorothy Snow,"Mail to Snow at 41 S. High St., Suite 3710, Columbus, OH 43215",primary_image_confirmed,The corporation was cancelled and the certificate was mailed to Snow.,Mail routing reflects the statutory-agent address; it does not identify Snow as owner or officer and says nothing about property disposition.
"Urban Improvement of Columbus, Inc.",1982-01-11 to 2025-11-05,portal rows without images,000000132619; 000000132620; 000000132621; PERMCAN,Ohio Secretary of State,Cancellation/renewal/permanent-cancellation metadata,,,portal_metadata_only,The live history contains four no-image administrative rows.,"The underlying documents, signers, addresses, and any substantive contents are unavailable."
"Blacksheep Farms, Inc.",1987-12-07,domestic articles,G285_0677,Ohio Secretary of State,Formation and original statutory-agent appointment,Robert N. Wistner,"Dublin, Franklin County; 475 Metro Place North, Suite 200, Dublin, OH 43017-1374",primary_image_confirmed,Wistner was incorporator and original statutory agent; the articles use a generic lawful-purpose clause.,"The packet identifies no officer, director, shareholder, parcel, Snow, Epstein, or Wexner."
"Blacksheep Farms, Inc.",1993-10-01,subsequent agent appointment,H703_1584,Ohio Secretary of State,Corporate secretary signature and statutory-agent appointment,Dorothy Snow; Robert N. Wistner,"41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,"Snow signed the corporate-officer line as secretary and separately accepted appointment as agent, succeeding Wistner.","The filing does not identify Snow as owner, director, or shareholder and names no parcel, Epstein, or Wexner."
"Blacksheep Farms, Inc.",1995-12-29,merged-out status packet,5422_1221,Ohio Secretary of State,MEX certificate and later processing statement,New Albany Company; W. W. Vaughn III,"5906 E. Dublin-Granville Rd., New Albany, OH 43054",primary_image_confirmed,The packet confirms merged-out status and routes the status document to New Albany Company.,"The packet names no survivor, other constituent, signer, agreement, property, Epstein, or Wexner; a return recipient is not merger-party or ownership proof."
"Blacksheep Farms, Inc.",1993-09-09 to 1993-11-08,portal rows without images,000000077412; 000000077413,Ohio Secretary of State,Continued-existence metadata,,,portal_metadata_only,The live history contains two no-image continued-existence rows.,"The underlying contents, signers, addresses, and officer observations are unavailable."
Wesleyan Conservation Corp.,1990-03-21,domestic articles,G825_1992,Ohio Secretary of State,Formation and original statutory-agent appointment,Pam Lillie; CT Corporation System,"Columbus, Franklin County; Carew Tower, Cincinnati, OH 45202",primary_image_confirmed,"Lillie was incorporator; CT Corporation System was original agent; the filing was returned to Porter, Wright, Morris & Arthur.","Generic articles identify no officer, director, shareholder, parcel, conservation property, Snow, Epstein, or Wexner."
Wesleyan Conservation Corp.,1994-05-17,subsequent agent appointment,4132_0290,Ohio Secretary of State,Corporate-officer signature and statutory-agent appointment,Jeffrey J. Smith; Dorothy Snow; CT Corporation System,"Snow c/o Schwartz, Kelm, Warren & Rubenstein, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,"Jeffrey J. Smith signed as vice president and secretary; Snow accepted appointment as agent, succeeding CT Corporation System.","Jeffrey J. Smith is not Jeffrey Epstein. Snow is not identified as officer, director, shareholder, or owner; no parcel or Wexner role appears."
Wesleyan Conservation Corp.,1993-09-09 to 1993-11-08,portal rows without images,000000400892; 000000400893,Ohio Secretary of State,Continued-existence metadata,,,portal_metadata_only,The live history contains two no-image continued-existence rows.,"The underlying contents, signers, addresses, and officer observations are unavailable."
"Architonics, Inc.",1987-12-07,domestic articles,G284_0971,Ohio Secretary of State,Formation and original statutory-agent appointment,Robert N. Wistner; Len Loraditch,"Dublin, Franklin County; 475 Metro Place North, Suite 200, Dublin; SKWR, 41 S. High St., Columbus",primary_image_confirmed,Wistner signed as incorporator and accepted appointment as original statutory agent; generic lawful purpose,"The articles identify no shareholder, parcel, Epstein, Wexner, or Snow."
"Architonics, Inc.",1989-12-29,domestic dissolution and subsequent-agent appointment,G805_0277,Ohio Secretary of State,Dissolution executed 1989-12-28 and filed 1989-12-29,"Stanley Schwartz, Jr.; Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder","SKWR, 41 S. High St., 23rd Floor, Columbus, OH 43215",primary_image_confirmed,"Schwartz was chairman/president, Rubenstein vice president/treasurer, Snow secretary/agent, and Schwartz/Rubenstein directors; sole shareholder unnamed",No parcel or final asset recipient is identified; the no-personal-property affidavit does not address real estate.
"LEWEX, Inc.",1985-07-08,domestic articles under former name,F688_0728,Ohio Secretary of State,Formation as Samax Trading Corporation,Dorothy Snow,"250 E Broad St., Columbus, OH 43215",primary_image_confirmed,Exact charter formed as Samax Trading Corporation; Snow was incorporator and original agent,"The articles identify no officer, shareholder, parcel, Epstein, or Wexner."
"LEWEX, Inc.",1985-11-01,agent address change,F771_0253,Ohio Secretary of State,Snow agent address moved to 41 S High St.,Dorothy Snow; Harold L. Levin,"41 S High St., Columbus, OH 43215",primary_image_confirmed,Levin signed as chairman; the entity was still Samax,An agent-address change does not establish ownership or control.
"LEWEX, Inc.",1987-11-10,name-change amendment,G279_0229,Ohio Secretary of State,"Samax Trading Corporation renamed LEWEX, Inc.","Harold L. Levin; Stephen P. Campbell; Stanley Schwartz, Jr.","41 S High St., Columbus, OH 43215",primary_image_confirmed,"All outstanding common shareholders approved the name change in writing, but the filing does not name them","The amendment does not identify Epstein, Wexner, or a control transfer."
"Park Properties, Inc.",1984-01-05,domestic articles,F377_0978,Ohio Secretary of State,Formation and original statutory-agent appointment,"Stanley Schwartz, Jr.","250 E Broad St., Columbus, OH 43215",primary_image_confirmed,Schwartz was incorporator and original agent,"No officer, shareholder, parcel, Epstein, Wexner, or Snow is named."
"Park Properties, Inc.",1985-11-01,agent address change,F771_0256,Ohio Secretary of State,Schwartz agent address moved to 41 S High St.,"Stanley Schwartz, Jr.; Harold L. Levin","41 S High St., Columbus, OH 43215",primary_image_confirmed,Levin signed the filing as vice president,An agent-address change does not establish beneficial ownership.
C-Wren Investment Corp.,1991-09-26,domestic articles,H205_0694,Ohio Secretary of State,Formation and original statutory-agent appointment,Ted B. Hipsher; Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Hipsher was incorporator and Snow original agent,"The articles identify no shareholder, parcel, Epstein, or Wexner."
"Cherry Bottom Investors, Inc.",1988-03-02,domestic articles,G337_1113,Ohio Secretary of State,Formation and original statutory-agent appointment,Ted B. Hipsher; Dorothy Snow,"41 S High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Hipsher was incorporator and Snow original agent,"The articles identify no initial officer, director, shareholder, parcel, Epstein, or Wexner."
"Snowberry Hills, Inc.",1987-12-07,domestic articles and original-agent appointment,G288_0312,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The portal/certificate date predates the 1987-12-10 execution date printed in the articles; no officer, director, shareholder, parcel, Epstein, or Wexner is identified."
"Snowberry Hills, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Snowberry as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove Snowberry owned land or identify a parcel.
"Snowberry Hills, Inc.",1989-12-22,party-specific MEX status packet,G774_0167,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 713925 and was processed 1990-01-10 under receipt 48743,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Briarpatch Fields, Inc.",1987-12-10,domestic articles and original-agent appointment,G287_0753,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"Fields in the name is not proof of property. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
"Briarpatch Fields, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Briarpatch as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. The agreement does not prove Briarpatch owned land or identify any asset.
"Briarpatch Fields, Inc.",1989-12-22,party-specific MEX status packet,G774_0119,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 713843 and was processed 1990-01-10 under receipt 48727,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Candleberry Cove, Inc.",1987-12-10,domestic articles and original-agent appointment,G287_0722,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow; Len Loraditch,"Principal office: Columbus, Franklin County; 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; an extra correspondence cover identifies Len Loraditch as an SKWR legal assistant,"Cove in the name and the counsel cover are discovery clues only. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
"Candleberry Cove, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Candleberry as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. The agreement does not prove Candleberry owned land or identify any asset.
"Candleberry Cove, Inc.",1989-12-22,party-specific MEX status packet,G774_0125,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 713838 and was processed 1990-01-10 under receipt 48729,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Frontier Traders, Inc.",1987-12-11,domestic articles and original-agent appointment,G288_0294,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles identify no officer, director, shareholder, property, parcel, Epstein, or Wexner."
"Frontier Traders, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Frontier as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. The agreement does not prove Frontier owned land or identify any asset.
"Frontier Traders, Inc.",1989-12-22,party-specific MEX status packet,G774_0137,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 713922 and was processed 1990-01-10 under receipt 48733,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Kitzmiller Properties, Inc.",1987-12-11,domestic articles and original-agent appointment,G288_0300,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"Properties in the name is not proof of landholding. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
"Kitzmiller Properties, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Kitzmiller as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. The agreement does not prove Kitzmiller owned land or identify any asset.
"Kitzmiller Properties, Inc.",1989-12-22,party-specific MEX status packet,G774_0143,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 713923 and was processed 1990-01-10 under receipt 48735,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Blacklick Properties, Inc.",1987-12-14,domestic articles and original-agent appointment,G290_1418,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"Blacklick/Properties is a recorder-search signal, not property proof. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
"Blacklick Properties, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Blacklick as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. The agreement does not prove Blacklick owned land or identify any asset.
"Blacklick Properties, Inc.",1989-12-22,party-specific MEX status packet,G774_0116,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,The three-page packet confirms MEX status for charter 710873 and was processed 1990-01-10 under receipt 48726,"The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Villa Development Corp.,1988-03-09,domestic articles and original-agent appointment,G343_0252,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles were signed 1988-03-07, the certificate and live history use 1988-03-09, and the processing receipt is dated 1988-03-14; preserve those distinct dates. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
Villa Development Corp.,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Villa Development Corp. as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove the predecessor owned land or identify a parcel.
Villa Development Corp.,1989-12-22,party-specific MEX status packet,G774_0182,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,"The three-page packet confirms MEX status for charter 720364, was certified 1989-12-22, and was processed 1990-01-10","The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Donner Development Company,1988-05-13,domestic articles and original-agent appointment,G379_0217,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles were signed 1988-05-12, the certificate and live history use 1988-05-13, and the processing receipt is dated 1988-05-17. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
Donner Development Company,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Donner Development Company as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove the predecessor owned land or identify a parcel.
Donner Development Company,1989-12-22,party-specific MEX status packet,G774_0134,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,"The three-page packet confirms MEX status for charter 724615, was certified 1989-12-22, and was processed 1990-01-10","The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
"Summit Holding, Inc.",1988-05-13,domestic articles and original-agent appointment,G379_0247,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles were signed 1988-05-12, the certificate and live history use 1988-05-13, and the processing receipt is dated 1988-05-17. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
"Summit Holding, Inc.",1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Summit Holding, Inc. as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove the predecessor owned land or identify a parcel.
"Summit Holding, Inc.",1989-12-22,party-specific MEX status packet,G774_0173,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,"The three-page packet confirms MEX status for charter 724620, was certified 1989-12-22, and was processed 1990-01-10","The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Currant Corporation,1988-07-15,domestic articles and original-agent appointment,G423_1530,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles were signed 1988-07-14, the certificate and live history use 1988-07-15, and the processing receipt is dated 1988-07-18. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
Currant Corporation,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Currant Corporation as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove the predecessor owned land or identify a parcel.
Currant Corporation,1989-12-22,party-specific MEX status packet,G774_0131,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,"The three-page packet confirms MEX status for charter 728765, was certified 1989-12-22, and was processed 1990-01-10","The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Margin Management Company,1988-07-15,domestic articles and original-agent appointment,G423_1542,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles were signed 1988-07-14, the certificate and live history use 1988-07-15, and the processing receipt is dated 1988-07-18. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
Margin Management Company,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Margin Management Company as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove the predecessor owned land or identify a parcel.
Margin Management Company,1989-12-22,party-specific MEX status packet,G774_0149,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,"The three-page packet confirms MEX status for charter 728767, was certified 1989-12-22, and was processed 1990-01-10","The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Graeton Development Company,1988-08-24,domestic articles and original-agent appointment,G456_0356,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Principal office: Columbus, Franklin County; c/o SKWR, 41 S. High St., Suite 2300, Columbus, OH 43215",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original agent; the corporation authorized 750 no-par common shares and used a generic lawful-purpose clause,"The articles were signed 1988-08-23, the certificate and live history use 1988-08-24, and the processing receipt is dated 1988-08-26. No officer, director, shareholder, parcel, Epstein, or Wexner is identified."
Graeton Development Company,1989-12-22,certificate and agreement of merger,G774_0107,Ohio Secretary of State,Predecessor merged into Architonics,Richard W. Rubenstein; Dorothy Snow; unnamed sole shareholder,"Merger returned to SKWR, 41 S. High St., Columbus, OH 43215; no parcel stated",primary_image_confirmed,"The agreement names Graeton Development Company as a merged corporation, Architonics as survivor, Rubenstein as vice president, and Snow as secretary; all assets and property vested in the survivor",The sole shareholder is unnamed. Statutory vesting creates a successor-search rule but does not prove the predecessor owned land or identify a parcel.
Graeton Development Company,1989-12-22,party-specific MEX status packet,G774_0140,Ohio Secretary of State,Merged-out status confirmation,"Schwartz, Kelm, Warren & Rubenstein; L. J. Evans","41 S. High St., Columbus, OH 43215",primary_image_confirmed,"The three-page packet confirms MEX status for charter 731364, was certified 1989-12-22, and was processed 1990-01-10","The stub names no survivor, other constituent, shareholder, officer, parcel, Epstein, or Wexner; the Architonics edge comes from G774_0107."
Main-High Development Corp.,1986-06-11,domestic articles and original-agent appointment,F931_0311,Ohio Secretary of State,Formation and original statutory-agent appointment,Dorothy Snow,"Columbus, Franklin County; 2101 Fitzroy Drive, Columbus, OH 43224",primary_image_confirmed,Snow signed as incorporator and accepted appointment as original statutory agent; 750 no-par common shares were authorized,"No parcel, shareholder, beneficial owner, Epstein, or Wexner is identified. A corporate purpose or naming consent is not proof of a completed transaction."
