event_id,source_id,license_num,license_number_as_printed,license_id_missing,decision_date,event_type,action_subtype,outcome,outcome_text,board_granted_application,referenced_approval_date,transferor,transferor_dba,transferee,transferee_dba,licensee_heading,pledge_recipient,from_address,to_address,source_url,source_page_url,page_start,page_end,item_number,ambiguity_notes
BLB-2025-02-27-017-transfer,BLB-2025-02-27,LB99019,LB-99019,False,2025-02-27,license_transfer,transfer_application_disposition,granted,Granted,True,,"BR Kenmore, LLC","Blue Ribbon Brasserie, Blue Ribbon Sushi, Pescador","Row 34 Kenmore, LLC",Row 34,"BR Kenmore, LLC",,"498 Commonwealth Ave, Boston, MA 02215","498 Commonwealth Ave, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=5,5,5,10,[]
BLB-2025-02-27-019-pledge,BLB-2025-02-27,LB587870,LB-587870,False,2025-02-27,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Liquor Story, Inc.",Rockland Trust Company,"103 State St, Boston, MA 02109",,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/02/Voting%20Minutes%202-27-25.docx.pdf#page=6,6,6,12,[]
BLB-2025-03-06-013-pledge,BLB-2025-03-06,LB101894,LB-101894,False,2025-03-06,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Huntington Market, Inc.",Rockland Trust Company,"303 Huntington Av., Boston, MA 02115",,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf#page=4,4,4,13,[]
BLB-2025-03-06-013-transfer,BLB-2025-03-06,LB101894,LB-101894,False,2025-03-06,license_transfer,transfer_application_disposition,granted,Granted,True,,"Huntington Market, Inc.",Huntington Liquors,"Symphony Liquors, Inc.",Huntington Wine & Spirits,"Huntington Market, Inc.",,"303 Huntington Av., Boston, MA 02115","303 Huntington Av., Boston, MA 02115",https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf#page=4,4,4,13,[]
BLB-2025-03-06-014-transfer,BLB-2025-03-06,LB98955,LB-98955,False,2025-03-06,license_transfer,transfer_application_disposition,granted,Granted,True,,"JAJB, Inc.",Tavern in the Square Allston,"Sanbada Allston, LLC","Jinjee, Sanbada, Bombbada","JAJB, Inc.",,"161 - 165 Brighton Av., Allston, MA 02134","161 - 165 Brighton Av., Allston, MA 02134",https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-6-25.docx.pdf#page=5,5,5,14,[]
BLB-2025-03-27-017-pledge,BLB-2025-03-27,LB99426,LB-99426,False,2025-03-27,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Bar and Kitchen Hospitality, Inc.","Allston Labworks Developer, LLC","604 Columbus Ave, Boston, MA 02118",,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-27-25.docx.pdf#page=6,6,6,8,[]
BLB-2025-03-27-017-transfer,BLB-2025-03-27,LB99426,LB-99426,False,2025-03-27,license_transfer,transfer_application_disposition,granted,Granted,True,,"Bar and Kitchen Hospitality, Inc.",Darryl’s Corner Bar & Kitchen,"250 Western, LLC",FiDO Pizza,"Bar and Kitchen Hospitality, Inc.",,"604 Columbus Ave, Boston, MA 02118","250 Western Ave, Boston, MA 02134",https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-27-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/03/Voting%20Minutes%203-27-25.docx.pdf#page=6,6,6,8,[]
BLB-2025-04-03-013-pledge,BLB-2025-04-03,LB99267,LB-99267,False,2025-04-03,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Boston Amici Group, Inc.",Pentucket Bank,"103 Porter St, East Boston, MA 02128",,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-3-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-3-25.docx.pdf#page=4,4,4,6,[]
BLB-2025-04-03-017-transfer,BLB-2025-04-03,LB99218,LB-99218,False,2025-04-03,license_transfer,transfer_application_disposition,granted,Granted,True,,"222 Friends, Inc.",,Thomson Fields Pie Company LLC,Sally’s Apizza,"222 Friends, Inc.",,"4 Liberty Square, Boston, MA 02109","30 Thomson Place, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-3-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-3-25.docx.pdf#page=5,5,5,10,[]
BLB-2025-04-17-015-transfer,BLB-2025-04-17,LB99788,LB-99788,False,2025-04-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"Dining Innovation Massachusetts, Inc.",Tsuru Ton Tan,"UMNVAG Kenmore, LLC",,"Dining Innovation Massachusetts, Inc.",,"512 Commonwealth Ave, Boston, MA 02215","512 Commonwealth Ave, Boston, MA 02215",https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-17-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-17-25.docx.pdf#page=5,5,5,6,[]
BLB-2025-04-17-040-notice,BLB-2025-04-17,LB99671,LB-99671,False,2025-04-17,license_transfer,transfer_revocation_notice,acknowledged,Acknowledged,False,2024-09-26,"Gogle Mogle, Inc.",Seabiscuit,Selfup LLC,Selfup Cooking Classes,"The Board is in receipt of correspondence from Selfup LLC d/b/a Selfup Cooking Classes, 19-21",,"256 Marginal St., East Boston, MA 02128","19-21 Kingston St., Boston, MA 02111",https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-17-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/04/Voting%20Minutes%204-17-25.docx.pdf#page=12,12,12,1,"[""Acknowledged mutual intent to revoke a previously approved transfer; source reports transaction not timely closed. Not a new approval or completed sale.""]"
BLB-2025-05-01-023-transfer,BLB-2025-05-01,LB99188,LB-99188,False,2025-05-01,license_transfer,transfer_application_disposition,withdrawn,Withdrawn by the Applicant,False,,"Stadium Restaurant, LLC",,"Fresh SB, LLC",Fresh Boston,"Stadium Restaurant, LLC",,"232 Old Colony Ave, South Boston, MA 02127","232 Old Colony Ave, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=7,7,7,14,[]
BLB-2025-05-01-024-transfer,BLB-2025-05-01,LB99206,LB-99206,False,2025-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"Strip by Strega, LLC",,BPP Retail LL LLC,,"Strip by Strega, LLC",,"50 Park Plaza, Boston, MA 02116","50 Park Plaza, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=7,7,7,15,[]
BLB-2025-05-01-025-pledge,BLB-2025-05-01,LB99417,LB-99417,False,2025-05-01,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"No. 9 Park, LLC","9 PSR, LLC","9 Park St, Boston, MA 02108",,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=8,8,8,16,[]
BLB-2025-05-01-025-transfer,BLB-2025-05-01,LB99417,LB-99417,False,2025-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"No. 9 Park, LLC",No. 9 Park,"Nine Restaurant Group, LLC",9,"No. 9 Park, LLC",,"9 Park St, Boston, MA 02108","9 Park St, Boston, MA 02108",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=8,8,8,16,[]
BLB-2025-05-01-026-transfer,BLB-2025-05-01,LB98891,LB-98891,False,2025-05-01,license_transfer,transfer_application_disposition,continued,"Continued to the May 14, 2025 Transactional Hearing",False,,Seaport Social Limited Partnership,Seaport Social,"SGH Seaport, LLC",Bambola!,Seaport Social Limited Partnership,,"225 Northern Ave, Boston, MA 02210","225 Northern Ave, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=8,8,8,17,[]
BLB-2025-05-01-027-transfer,BLB-2025-05-01,LB99756,LB-99756,False,2025-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,The Neiman Marcus Group LLC,Neiman Marcus,"LTF Club Operations Company, Inc.",Life Time,"The Neiman Marcus Group, LLC",,"5 Copley Place, Boston, MA 02116","800 Boylston Street, Space 179, Boston, MA 02199",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=9,9,9,18,"[""Transferor heading is 'The Neiman Marcus Group, LLC'; transfer clause identifies 'The Neiman Marcus Group LLC'.""]"
BLB-2025-05-01-028-transfer,BLB-2025-05-01,LB358431,LB-358431,False,2025-05-01,license_transfer,transfer_application_disposition,granted,Granted,True,,"Distraction Brewing Company, LLC",,"Emergency Exit Brewing, LLC",Distraction Brewing Company,"Distraction Brewing Company, LLC",,"2 Belgrade Ave, Roslindale, MA 02131","2 Belgrade Ave, Roslindale, MA 02131",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-1-25.docx.pdf#page=9,9,9,19,[]
BLB-2025-05-15-022-pledge,BLB-2025-05-15,LB334563,LB-334563,False,2025-05-15,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,Shippy’s Inc.,Brookline Bank,"842 Beacon St, Boston, MA 02215",,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf#page=7,7,7,13,[]
BLB-2025-05-15-023-transfer,BLB-2025-05-15,LB98891,LB-98891,False,2025-05-15,license_transfer,transfer_application_disposition,granted,Granted,True,,Seaport Social Limited Partnership,Seaport Social,"SGH Seaport, LLC",Bambola!,Seaport Social Limited Partnership,,"225 Northern Ave, Boston, MA 02210","225 Northern Ave, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf#page=7,7,7,14,[]
BLB-2025-05-15-025-transfer,BLB-2025-05-15,LB99188,LB-99188,False,2025-05-15,license_transfer,transfer_application_disposition,granted,Granted,True,,"Stadium Restaurant, LLC",,"RSCM Holdings, LLC",Fresh Boston,"Stadium Restaurant, LLC",,"232 Old Colony Ave, South Boston, MA 02127","232 Old Colony Ave, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf#page=8,8,8,16,[]
BLB-2025-05-15-026-transfer,BLB-2025-05-15,LB99562,LB-99562,False,2025-05-15,license_transfer,transfer_application_disposition,granted,Granted,True,,Lola Burger Restaurant Boston LLC,Lola Burger,"Selfup, LLC",Selfup Cooking Classes,"Lola Burger Restaurant Boston, LLC",,"11 Fan Pier Blvd, Boston MA 02210","19 Kingston Street, Boston, MA 02111",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf#page=8,8,8,17,"[""Transferor heading is 'Lola Burger Restaurant Boston, LLC'; transfer clause identifies 'Lola Burger Restaurant Boston LLC'.""]"
BLB-2025-05-15-027-transfer,BLB-2025-05-15,LB99652,LB-99652,False,2025-05-15,license_transfer,transfer_application_disposition,granted,"Granted, with a closing hour of 2:00 AM on Friday-Saturday",True,,"Hot Eastern, Inc.",Friendship BBQ,"Seaport 50 Hospitality, LLC",Tacos El Chikis,Hot Eastern Inc.,,"40 Harrison Ave, Boston, MA 02111","50 Northern Ave, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf#page=8,8,8,18,"[""Transferor heading is 'Hot Eastern Inc.'; transfer clause identifies 'Hot Eastern, Inc.'.""]"
BLB-2025-05-15-046-notice,BLB-2025-05-15,LB334563,LB-334563,False,2025-05-15,license_pledge,pledge_release_acknowledgment,acknowledged,Acknowledged,False,,,,,,The Board is in receipt of a Release of Pledge of License and Security Interests from Rockland Trust,Rockland Trust Company,"842 Beacon Street, Boston, MA 02215",,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-15-25.docx.pdf#page=15,15,15,1,"[""Acknowledged release of previous pledges/security interests, not approval of a new pledge.""]"
BLB-2025-05-29-014-pledge,BLB-2025-05-29,LB98889,LB-98889,False,2025-05-29,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"BNV3, Inc.",Merrimack Valley Credit Union,"3 Appleton St, Boston, MA 02116",,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf#page=5,5,5,8,[]
BLB-2025-05-29-016-transfer,BLB-2025-05-29,LB99330,LB-99330,False,2025-05-29,license_transfer,transfer_application_disposition,granted,Granted,True,,"Shack Foods of Back Bay, LLC",El Barco,"El Barco BackBay, LLC",El Barco,"Shack Foods of Back Bay, LLC",,"50B Dalton St, Boston, MA 02115","50B Dalton St, Boston, MA 02115",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf#page=5,5,5,10,[]
BLB-2025-05-29-017-pledge,BLB-2025-05-29,LB162572,LB-162572,False,2025-05-29,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Crimson Ventures, LLC",Eastern Bank,"346 Hanover St, Boston, MA 02113",,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf#page=6,6,6,11,[]
BLB-2025-05-29-017-transfer,BLB-2025-05-29,LB162572,LB-162572,False,2025-05-29,license_transfer,transfer_application_disposition,granted,Granted,True,,"Crimson Ventures, LLC",Cantina Italiana,"Gomes Enterprises, Inc.",Cantina Italiana,"Crimson Ventures, LLC",,"346 Hanover St, Boston, MA 02113","346 Hanover St, Boston, MA 02113",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf#page=6,6,6,11,[]
BLB-2025-05-29-018-transfer,BLB-2025-05-29,LB546003,LB-546003,False,2025-05-29,license_transfer,transfer_application_disposition,deferred,Deferred to allow for completion of the community process,False,,"B.U., LLC",B.U. Bistro,"Oda Bar & Bites, Inc.",Oda Bar & Bites,"B.U., LLC",,"3840 Washington St, Roslindale, MA 02131","3840 Washington St, Roslindale, MA 02131",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf#page=6,6,6,12,[]
BLB-2025-05-29-019-transfer,BLB-2025-05-29,LB99546,LB-99546,False,2025-05-29,license_transfer,transfer_application_disposition,granted,Granted,True,,F.P. Restaurant Inc.,Restaurant Bellavista,Gen Allston LP,Gen Korean BBQ House,"F.P. Restaurant, Inc.",,"288 Hanover Street, Boston, MA 02113","121 Harvard Ave, Allston, MA 02134",https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/05/Voting%20Minutes%205-29-25.docx.pdf#page=6,6,6,13,"[""Transferor heading is 'F.P. Restaurant, Inc.'; transfer clause identifies 'F.P. Restaurant Inc.'.""]"
BLB-2025-06-05-010-transfer,BLB-2025-06-05,LB99452,LB-99452,False,2025-06-05,license_transfer,transfer_application_disposition,granted,"Granted, with corrected transferee entity name of 1928 Rowes Wharf LLC",True,,"Pasta Beach Rowes Wharf, LLC",Pasta Beach,1928 Rowes Wharf LLC,1928 Rowes Wharf,"Pasta Beach Rowes Wharf, LLC",,"30 Rowes Wharf, Boston, MA 02110","30 Rowes Wharf, Boston, MA 02110",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf#page=4,4,4,3,"[""Petition names 1928 Boston Harbor, LLC; decision corrects transferee to 1928 Rowes Wharf LLC.""]"
BLB-2025-06-05-011-pledge,BLB-2025-06-05,LB540101,LB-540101,False,2025-06-05,license_pledge,pledge_application_disposition,granted,"Granted, with a closing hour of 11:00 PM",True,,,,,,Harvard Convenience Inc.,Rockland Trust Company,"157 Brighton Av., Allston, MA 02134",,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf#page=4,4,5,4,[]
BLB-2025-06-05-011-transfer,BLB-2025-06-05,LB540101,LB-540101,False,2025-06-05,license_transfer,transfer_application_disposition,granted,"Granted, with a closing hour of 11:00 PM",True,,Harvard Convenience Inc.,Harvard Convenience,"Patel Harvard, Inc.",Harvard Convenience,Harvard Convenience Inc.,,"157 Brighton Av., Allston, MA 02134","157 Brighton Av., Allston, MA 02134",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf#page=4,4,5,4,[]
BLB-2025-06-05-012-transfer,BLB-2025-06-05,LB99388,LB-99388,False,2025-06-05,license_transfer,transfer_application_disposition,granted,Granted,True,,"Water Dragon, LLC",Blue Dragon,"Maple & Ash Boston, LLC",Maple & Ash,"Water Dragon, LLC",,"324 A Street, Boston, MA 02210","131 Seaport Blvd, Boston, MA 02210",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-5-25.docx.pdf#page=5,5,5,5,[]
BLB-2025-06-26-019-pledge,BLB-2025-06-26,LB99242,LB-99242,False,2025-06-26,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"429 Broadway, LLC",Cambridge Savings Bank,"429 W Broadway, South Boston, MA 02127",,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf#page=6,6,6,11,[]
BLB-2025-06-26-022-transfer,BLB-2025-06-26,LB98981,LB-98981,False,2025-06-26,license_transfer,transfer_application_disposition,granted,"Granted, with a closing hour of 1:00 AM",True,,"Purple Shell Restaurant, Inc.",Purple Shell Bar & Kitchen,"Canelo’s Taco and Tequila, Inc.","Agavero, Guac & Margs","Purple Shell Restaurant, Inc.",,"11 W Broadway, South Boston, MA 02127","11 W Broadway, South Boston, MA 02127",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf#page=7,7,7,14,[]
BLB-2025-06-26-023-transfer,BLB-2025-06-26,LB101570,LB-101570,False,2025-06-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"Nusret Boston, LLC",Nusret Steakhouse,"First Watch Restaurants, Inc.",First Watch #1180,"Nusret Boston, LLC",,"100 Arlington St, Boston, MA 02116","777 Boylston St, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf#page=7,7,7,15,[]
BLB-2025-06-26-024-pledge,BLB-2025-06-26,LB99244,LB-99244,False,2025-06-26,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Thornton Companies, Inc.",Fort Hill Square TRS LLC,"100 Peterborough St, Boston, MA 02215",,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf#page=8,8,8,16,[]
BLB-2025-06-26-024-transfer,BLB-2025-06-26,LB99244,LB-99244,False,2025-06-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"Thornton Companies, Inc.",Thornton’s Fenway Grille,"International Place Location, LLC",Aries Club,"Thornton Companies, Inc.",,"100 Peterborough St, Boston, MA 02215","1-2 International Place, Boston, MA 02110",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf#page=8,8,8,16,[]
BLB-2025-06-26-051-transfer,BLB-2025-06-26,LB546003,LB-546003,False,2025-06-26,license_transfer,transfer_application_disposition,granted,Granted,True,,"B.U., LLC",B.U. Bistro,"Oda Bar & Bites, Inc.",Oda Bar & Bites,"The Board deferred the following to allow for completion of the community process, which has since",,"3840 Washington St, Roslindale, MA 02131","3840 Washington St, Roslindale, MA 02131",https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf,https://www.boston.gov/sites/default/files/file/2025/06/Voting%20Minutes%206-26-25.docx%20%281%29.pdf#page=17,17,17,1,[]
BLB-2025-07-17-017-transfer,BLB-2025-07-17,LB99425,LB-99425,False,2025-07-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"Del Frisco’s of Boston, LLC",Del Frisco’s Double Eagle Steakhouse,"888 Boylston Food, LLC",Del Frisco’s Double Eagle Steakhouse,"Del Frisco’s of Boston, LLC",,"888 Boylston St, Boston, MA 02199","888 Boylston St, Boston, MA 02199",https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf#page=6,6,6,9,[]
BLB-2025-07-17-018-pledge,BLB-2025-07-17,LB99831,LB-99831,False,2025-07-17,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Crudo North End, LLC","78-80 Salem Street, LLC","78-80 Salem St, Boston, MA 02113",,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf#page=6,6,6,10,[]
BLB-2025-07-17-018-transfer,BLB-2025-07-17,LB99831,LB-99831,False,2025-07-17,license_transfer,transfer_application_disposition,granted,Granted,True,,"Crudo North End, LLC",Crudo,"Umami Crudo, Inc.",Umami Crudo,"Crudo North End, LLC",,"78-80 Salem St, Boston, MA 02113","78-80 Salem St, Boston, MA 02113",https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-17-25.docx.pdf#page=6,6,6,10,[]
BLB-2025-07-31-012-transfer,BLB-2025-07-31,LB102054,LB-102054,False,2025-07-31,license_transfer,transfer_application_disposition,granted,Granted,True,,B M Krupa Corporation,La Bendicion Super Market,"Shri Bhrahmani, LLC",La Bendicion Market,B M Krupa Corporation,,"32 Bennington St, East Boston, MA 02128","32 Bennington St, East Boston, MA 02128",https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-31-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/07/Voting%20Minutes%207-31-25.docx.pdf#page=4,4,4,8,[]
BLB-2025-08-07-017-transfer,BLB-2025-08-07,LB101663,LB-101663,False,2025-08-07,license_transfer,transfer_application_disposition,granted,Granted,True,,"Hersha Hospitality Management, L.P.",Bulfinch Social at the Boxer Hotel,"BM Merrimac Hotel, LLC",Bulfinch Social at Boxer Hotel,"Hersha Hospitality Management, L.P.",,"119 Merrimac St, Boston, MA 02114","119 Merrimac St, Boston, MA 02114",https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf#page=6,6,6,10,[]
BLB-2025-08-07-018-transfer,BLB-2025-08-07,LB99350,LB-99350,False,2025-08-07,license_transfer,transfer_application_disposition,granted,Granted,True,,Frank Pezzano,U’Sarraceno Restaurant,"F.P. Restaurant, Inc.",Saraceno/Bella Vista,Frank Pezzano,,"286 Hanover St, Boston, MA 02113","286 Hanover St, Boston, MA 02113",https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf#page=6,6,6,11,[]
BLB-2025-08-07-019-transfer,BLB-2025-08-07,LB99764,LB-99764,False,2025-08-07,license_transfer,transfer_application_disposition,granted,Granted,True,,"Grotto, Inc.",Grotto Restaurant,"AV 565 Boylston, LLC",All’Antico Vinaio,"Grotto, Inc.",,"37 Bowdoin St, Boston, MA 02114","565 Boylston St, Boston, MA 02116",https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-7-25.docx.pdf#page=7,7,7,12,[]
BLB-2025-08-28-035-pledge,BLB-2025-08-28,LB99094,LB-99094,False,2025-08-28,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"Allston Live Concessions, LLC",OceanFirst Bank N.A,"3 Harvard Ave, Allston, MA 02134",,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf#page=10,10,10,27,[]
BLB-2025-08-28-039-pledge,BLB-2025-08-28,LB101923,LB-101923,False,2025-08-28,license_pledge,pledge_application_disposition,granted,Granted,True,,,,,,"SAE Enterprises, Inc.",Rockland Trust Company,"1623 Tremont St, Boston, MA 02120",,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf,https://www.boston.gov/sites/default/files/file/2025/08/Voting%20Minutes%208-28-25.docx.pdf#page=11,11,11,31,[]
