family_id,member_count,max_score,priority,representative_ref,dates,member_refs,evidence_types,signals,preview
draftfam-d1245e08283d,1,45,broad,EFTA02634852,"April 8, 2019",EFTA02634852,self_addressed,,conciosulness is the boundary between the physcial and non=physical. operations on the boundary
draftfam-d142c531028f,1,45,broad,EFTA01037707,,EFTA01037707,self_addressed,,leon Forwarded message From: Jon Tomlinson not yet will let you know when set
draftfam-d1c36576ffa1,1,45,broad,EFTA02476118,"April 7, 2018",EFTA02476118,self_addressed,,"-------- Forwarded message -------- From: Jeffrey E. > Date: Wed, Mar 25, 2015 at 12:04 AM Subject: Fwd: <mailto:"
draftfam-d28611b90875,1,45,broad,EFTA00843954,,EFTA00843954,self_addressed,,"Forwarded message From: Barnaby Marsh Date: Friday, 9 October 2015 Subject: To: ""jeffrey E."" Thursday- yes, 7:30am??"
draftfam-d29c83c6a491,1,45,broad,EFTA00427138,,EFTA00427138,blank_recipient,explicit_draft_language,"Attachments: RESPON27-Motion_to_Amend_to_Add_Punitive_Damages-JLA.pdf Inline-Images: image001.png; image002.png print this now Forwarded message From: Lilly Ann Sanchez Date: Wed, Sep 21, 2011 at 12:34 PM Subject: res..nse to unitive demages To: ' , ""Darren Ind ke ""Weinberg, Martin"" , ""Lefkowitz, Jay"" Cc: ""Jose h L. Ackerman, Jr."" , ""Helaine S. Goodner"" <HGoodner®fowler- ""CHRISTOPHER E. KNIGHT"" Please see attached DRAFT as revised— regards ;;;Description: Description: P Lilly Ann Sanchez SHAREHO"
draftfam-d30ea0f2ba3e,1,45,broad,EFTA01748972,"September 24, 2014",EFTA01748972,self_addressed,,was with her last night. Will call at 9 and see what they talked about and if is coming today.
draftfam-d59b5a69d0d4,1,45,broad,EFTA00821192,,EFTA00821192,blank_recipient,explicit_draft_language;handoff_language,"Attachments: IMG 1058.JPG peonies never really opened send this to florist. not fair Forwarded message From: Kathy Ruemmler -41 Date: Thu, Aug 18, 2016 at 9:48 AM Subject: To: ""jeffrey E."""
draftfam-d6189668e48e,1,45,broad,EFTA02458275,"June 30, 2016",EFTA02458275,self_addressed,,"-------- Forwarded message -------- From: Rupert Sheldrake > Dear JeffreWould Friday work for you? (July 1). 5pm our time. I'm at a confe=ence in Oxford today and tomorrow, and out of town early next week. If Fri=ay doesn't work, then what about Thurs 7 or Friday 8? Best wishes Rupert"
draftfam-d7379e665426,1,45,broad,EFTA00818009,,EFTA00818009,self_addressed,,Forwarded message From: Lesley Groff You are confirmed to call Bob Bodian tomorrow on his cell at 6pm. Sent from my iPhone
draftfam-d774f5f0a39c,1,45,broad,EFTA00933976,,EFTA00933976,blank_recipient,explicit_draft_language;handoff_language,"Forwarded message From: Date: Sun, Apr 29, 2012 at 11:00 AM Subject: Re: To: Jeffrey Epstein I think you meant to send this to .xo"
draftfam-d8c4c6f8660e,1,45,broad,EFTA01033477,,EFTA01033477,self_copy_with_others,,"reid, brad. jack herman scott brad. darren joe. investigate? marty . michael steve. vonetta ."
draftfam-d91ccd87cbf2,1,45,broad,EFTA00855269,,EFTA00855269,self_copy_with_others,,http://www.amazon.corn/BENT-BLIND-Fi rst-erotica-story-ebook/dp/B007M 1 7BRA debbie brownstone
draftfam-d9487acf457f,1,45,broad,EFTA02622237,"September 21, 2018",EFTA02622237,self_copy_with_others,,master steps. . dressing room cushions. = drawer pulls. . landscape. lights. . 2 artefacto =chairs to libarary terrace. --
draftfam-da5017484eda,1,45,broad,EFTA00895617,,EFTA00895617,blank_recipient,explicit_draft_language;handoff_language,"505 938 2929 On Fri, Aug 27, 2010 at 7:28 AM, Date: Fri, 27 Aug 2010 07:27:00 -0600 To: <I_ Subject: Re: did you send this to me? On Fri, Aug 27, 2010 at 5:58 AM, <"
draftfam-dbb59b74139b,1,45,broad,EFTA02476701,"April 7, 2018",EFTA02476701,self_addressed,,"Forwarded messagFrom: jeffrey E. Date: Wed, Nov 11, 2015 at 11:00 AM Subject: To:=Melanie Spinella we should discuss e tru=t and j black trust. , brad buying phaidon. artspace fol=ing ? plane/ boat. foundation. --"
draftfam-dbdc899baa06,1,45,broad,EFTA00857975,,EFTA00857975,self_addressed,,"Forwarded message ----- From: Jeffrey E. leevacation@gmail.com> Date: Wed, Apr 29, 2015 at 7:44 PM Subject: Fwd: Reminder: LSJ raises To: Jeffrey Epstein Forwarded message --- From: Richard Kahn Richard Kahn HBRK Associates Inc. New York, NY 10022 tel fa ce"
draftfam-dd9e7a308a48,1,45,broad,EFTA02477963,"April 7, 2018",EFTA02477963,self_addressed,,"-------- Forwarded message -------- From: Jeffrey E. > Date: Sun, Mar 26, 2017 at 1:29 AM Subject: Fwd: =o: Jeffrey Epstein >"
draftfam-de8eec07e07e,1,45,broad,EFTA02607563,"January 4, 2019",EFTA02607563,self_addressed,,"------ Forwarded message ------ From: J m> Date: Thu, Jan 3, 2019 at 8:31 =M Subject: Re: To:"
draftfam-dfcf99fa26e2,1,45,broad,EFTA00819694,,EFTA00819694,self_addressed,,"just now seeing this, I m not sure i will be in new york , but of course you can use the apt."
draftfam-e0a9903a6f78,1,45,broad,EFTA01021449,,EFTA01021449,self_copy_with_others,,"chomsky martin ehud joi jaosha bannon. krauss. terje, bottstiein attia. gromov."
draftfam-e0e164bd3e8e,1,45,broad,EFTA01049528,,EFTA01049528,self_addressed,,"On Wed, Apr 12, 2017 at 1:21 AM jeffrey E. wrote: I Just John Lany Kathy Ronald Mit Leon , woody , Valeria Meir Peggy terje Jenn rich , josh , Stuart"
draftfam-e1a01a57671d,1,45,broad,EFTA02025360,"December 12, 2012",EFTA02025360,self_addressed,,"Hi Jeffrey, This is a note via LinkedIn from the President of the New England Complex Systems Institute in Cambridge."
draftfam-e4af54170bc1,1,45,broad,EFTA02655985,"March 26, 2017",EFTA02655985,self_addressed,,"-------- Forwarded message -------- From: jeffrey E. Date: Fri, Jun 3, 2016 at 3:15 PM Subject: Fwd: T= Melanie Spinella"
draftfam-e4f227431615,1,45,broad,EFTA02476189,"April 7, 2018",EFTA02476189,self_addressed,,"---------- Forwarded message --------- From: Jeffrey E. > Date: Tue, Nov 29, 2016 at 1:27 AM Subject: so there=is no misunderstanding To: Melanie Spinella"
draftfam-e4fa54d040ce,1,45,broad,EFTA02559975,"June 25, 2018",EFTA02559975,self_addressed,,"-------- Forwarded message -------- From: Karyna Shuliak Date: Mon, May 28, 2018 at 7:20 PM Subject: LSJ main compaund 1 To: Jeffrey > --"
draftfam-e62eb4961dd4,1,45,broad,EFTA01038329,,EFTA01038329,blank_recipient,explicit_draft_language,"I sent you edited version On Thu, Aug 10, 2017 at 9:35 AM Ok will call you after 330 easter Not sure how else to talk about stuff with him - On Aug 10, 2017, at 5:17 AM, Jeffrey E. wrote: wrote: i m in the air from 1030 -330 eastern . then free your email is much too much about your dreams wants desires. etc he doenst care On Thu, Aug 10, 2017 at 2:40 AM, wrote: Different issue / can we discuss a C3 thing that came up tonight? Tomorrow like 930 my time/ 1230 yours AND below am working on this DR"
draftfam-e68b077bcd8a,1,45,broad,EFTA02507783,"March 20, 2015",EFTA02507783,self_addressed,,"---------- Forwarded message ---------- From: Jeffrey Ep=tein Date: Sun, Apr 27, 2014 at 5:01 PM To: Melanie Spinella < <mailto"
draftfam-e75ac6931b45,1,45,broad,EFTA02677911,"December 1, 2013",EFTA02677911,self_addressed,,"-------- Forwarded message -------- From: Richard Kahn Date: Wed, Nov 27, 2013 at 4:54 PM Subject: Inventory List To: J rey Epstein For your revi=w Richard Kahn HBRK Associates Inc. 575 Lexington Avenue, 4th Floor, New York New York 100-2 tel fax cel = /span>"
draftfam-e78811c1aad7,1,45,broad,EFTA00970437,,EFTA00970437,blank_recipient,explicit_draft_language;handoff_language,"Thought of you On Fri, Oct 27, 2017 at 7:50 PM did you send this or is this swam? wrote: Fronajiffre maii.com> To: Sent: Friday, October 27, 2017 3:51 PM Subject: http://i.4cdn.org/gif/1508936340861.webm =NM"
draftfam-e9336c53f4a7,1,45,broad,EFTA01971269,5/24/2013,EFTA01971269,self_addressed,,Good morning Jeffrey ! Could you tell me should I come to you today ? Sent from my iPhone
draftfam-e9e8ec95be82,1,45,broad,EFTA02457932,"July 11, 2016",EFTA02457932,self_addressed,,"Dan carnival On Monday, 11 July 2016, jeffrey E. =It;jeevacation@gmail.com >=rote: Lynn obrien Biden don graves =span> --"
draftfam-e9efc247ae3d,1,45,broad,EFTA01893582,"Wed, Apr 17, 2013",EFTA01893582,self_addressed,,"-------- Forwarded message -------- From: Jeffrey Epstein Date: Wed, Apr 17, 2013 at 7:40 PM Subject: To: Jeffrey Epstein jenn ********************************************************************************"
draftfam-ea324505a881,1,45,broad,EFTA02461298,"April 25, 2018",EFTA02461298,self_addressed,,---------- Forwarded message --------- From: Lesley Groff > Reminder: give me package to send to John Heah the archit=ct in London David Mitchell recommended Sent from my iPhone --
draftfam-eb3e3169e154,1,45,broad,EFTA01205787,,EFTA01205787,self_addressed,,"Attachments: wyly.docx Forwarded message --------- From: Jeffrey E leevacation@gmail.com> Date: Sun, Apr 19, 2015 at 12:53 PM Subject: To: Jeffrey Epstein"
draftfam-eb7701a95f5f,1,45,broad,EFTA01045468,,EFTA01045468,self_addressed,,Forwarded message From: Jon Tomlinson Their next meeting with her is on 5/25... .she composed the fax on 5/11
draftfam-ec23cfa5e4b2,1,45,broad,EFTA00958855,,EFTA00958855,self_copy_with_others,,"Forwarded message From: Regina Gottfried Date: Mon, Apr 15, 2013 at 2:36 PM Subject: FW: University of Haifa VIP update To: ""jeffreyepsteinorgggmail.com"" Dea I hope this e-mail finds you well. I am following up on your response below to University of Haifa Vice President Amos Gaver's letter to Mr. Jeffrey Epstein on the revolutionary Institute of Evolution at the University of Haifa, a leading center for the absorption of scientists in Israel. In addition, we wanted to inform Mr. Epstein of the "
draftfam-ed09eca6ad10,1,45,broad,EFTA02525053,"February 20, 2018",EFTA02525053,self_addressed,,"Forwarded messagFrom: jeffrey E. Date: Tue, Feb 20, 2018 at 11:18 AM Subject: To:jeffrey epstein FOR YOUR EYES ONLY ! --"
draftfam-ed5aa2fdbd33,1,45,broad,EFTA00856768,,EFTA00856768,self_copy_with_others,,"Attachments: doc04450120150330094930.pdf Forwarded message From: Ada Clapp Jeffrey would like you to review and approve the attached. Thanks. Ada Clapp Chief Legal Officer Elysium Management LLC 445 Park Avenue Suite 1401 New York, New York 10022 Direct Dial: Fax: Email: This communication and any attachment is for the intended recipient(s) only and may contain information that is privileged, confidential and/or proprietary. If you are not the intended recipient, you are hereby notified that fur"
draftfam-edb96fafd8a6,1,45,broad,EFTA01036654,,EFTA01036654,self_copy_with_others,,Inline-Images: Screen_Shot_2017-08-28_at_6.40.16_AM.png Wnline image 1
draftfam-ee3cec2cc5cf,1,45,broad,EFTA02553087,"April 6, 2012",EFTA02553087,blank_recipient,handoff_language,"please send me the proposed plans for the steel shed? wher are we wit= the library,? electric for five palms , and the list of sfe to dos.= when do you want to go. . I will leave now on the 11th , and karen =nd you are welcome to come to ny ********************************************************************* T=e information contained in this communication is confidential, may be a=torney-client privileged, may constitute inside information, and is int=nded only for the use of the addressee. It "
draftfam-f0c8c5d56464,1,45,broad,EFTA02514456,"December 31, 2014",EFTA02514456,blank_recipient,handoff_language,"On Wed, Dec 31, 2014 at 2:1= PM, > wrote: Dear Jeffrey, Thank you so so much for making my Christmas so special! All I wante= this year was what you got me. I love my iPad mini and Go Pro. I am going=to use the Go Pro on the horse I ride. I already made an iMovie with=my iPad mini. It is about 2 minutes long. I can send it if you want to see=it. Thank you soooo much Sent from mom's iPad. --"
draftfam-f1d7613dc649,1,45,broad,EFTA01049279,,EFTA01049279,blank_recipient,handoff_language,"did you ally for extended work authrouzation.? please send your attny the following. . I must have a confirmation that i am in the system. If i get stopped driving , in certain states they can ask for my papers. the receipt from 18 months ago will not be sufficient . I must be able to conclusively demonstrate that i am waitin on line with a good applicaiotn."
draftfam-f225a718640e,1,45,broad,EFTA01051527,,EFTA01051527,self_copy_with_others,,"Inline-Images: primeglobal_color blktext_tagline4823.jpg; 2015_ipa100_web-147x15018be.png; rem- newlogo_sm29.png Forwarded message From: Thomas Turrin Date: Tue, May 10, 2016 at 10:48 AM Subject: GIFT TAX AUDIT To: ""jeffrey E."" , ""Alan S. Halperin"" <1 Alan and Jeffrey, The agent finally called me this morning. He was apologetic that he didn't call sooner. He said he's been in and out of the office the last couple of weeks. He was very nice on the phone....saying we can have more time to get him "
draftfam-f2399c8bde0b,1,45,broad,EFTA02475557,"April 7, 2018",EFTA02475557,self_addressed,,"Forwarded messagFrom: jeffrey E. Date: Wed, May 11, 2016 at 1:50 PM Subject: To:rad Wechsler Melanie Spinella conversation-id 80650"
draftfam-f2c7be0c68e6,1,45,broad,EFTA01894198,10/12/2012,EFTA01894198,self_addressed,,zorro ranch deck and membrane.doc Zorro Ranch Balconies Proposal.pdf
draftfam-f2ec398dc195,1,45,broad,EFTA01822846,"Tue, 1/12/2010",EFTA01822846,self_addressed,,"-------- Forwarded message -------- From: junkermann Date: Tue, Jan 12, 2010 at 2:14 PM Subject: Re: To: jcecvacation@gmail.com Better than nothing let me know at what time I should be there"
draftfam-f3dd73228055,1,45,broad,EFTA02715921,"May 17, 2015",EFTA02715921,self_addressed,,"money is not happiness. inner reward structure, distoritoin on reality, . money is a function of wan=. ?"
draftfam-f50f840b5c35,1,45,broad,EFTA01860021,Tue 7/5/2011,EFTA01860021,self_copy_with_others,,"please be fully prepared to discuss attached list ,, constructions schedule,, phone for zorro at 5 today. conference ********************************************************************************"
draftfam-f609f5fa0be4,1,45,broad,EFTA00970548,,EFTA00970548,blank_recipient,explicit_draft_language;handoff_language,"its not a chair On Fri, Oct 27, 2017 at 10:34 PM, wrote: had not opened the file before asking... impressive To: Frongiffre E. Sent: Friday, October 27, 2017 8:03 PM Subject: Re: Thought of you On Fri, Oct 27, 2017 at 7:50 PM did you send this or is this swam?"
draftfam-f60ad46fc5dc,1,45,broad,EFTA02657084,"March 17, 2017",EFTA02657084,self_addressed,,"-------- Forwarded message -------- From: Eduardo A Robles =div>You don't want us to do your House ? email: =a email: website: www.creativekingdom.com address: 5=h Floor Office No:504 Aspect Tower, Business Bay, Dubai United Ar=b Emirates. --"
draftfam-f6204084f091,1,45,broad,EFTA02719591,"August 7, 2015",EFTA02719591,self_addressed,,"-------- Forwarded messag-------- From: Jeffrey Epstein > Date: Fri, Aug 7, 2015 at 4:28 PM Subject: =o: Jeffrey Epstein > -- =lease note"
draftfam-f69926f1bfac,1,45,broad,EFTA00977307,,EFTA00977307,blank_recipient,handoff_language,"please send a note to everyone that works for me , ny zorro lsj, . everyone, When I ask that a job get done , i will no longer accept an answer that says , I called , texted , emailed, contacted and I NEVER HEARD BACK. this is unacceptable . a minimum of twice a day and then you are to move into high gear and call 10 times a day if necessary until you receive an answer. please acknolwedge that you have received this directive and return it by email to MI"
draftfam-f8032bdbe4d3,1,45,broad,EFTA00968638,,EFTA00968638,self_addressed,,"Attachments: Epstein_Budget_GY.PDF Forwarded messa e From: Darren Indyke Date: Wed, Nov 1, 2017 at 9:09 AM Subject: Fwd: Eptein Fee Estimates To: Jeffrey Epstein DARREN K. INDYKE DARREN K. INDYKE, PLLC ****"
draftfam-f81335b31ee7,1,45,broad,EFTA02539534,"January 17, 2018",EFTA02539534,self_addressed,,"-------- Forwarded messag= -------- From: David Stern Date: Mon, Jan 15, 2018 at 9:54 PM Subject: To: Jeffrey=Epstein >> Will plan to come to Paris Wednesday 24th, and spend th= night. Looks ok ?"
draftfam-face45c394e4,1,45,broad,EFTA01141199,,EFTA01141199,self_addressed,,"Attachments: SICMBT_C25313112215200.pdf Forwarded message From: Richard Kahn For your review Richard Kahn HBRK Associates Inc. 575 Lexington Avenue, 4th Floor, New York, New York 10022 tel fax cell"
draftfam-fbcb16fa9558,1,45,broad,EFTA01051705,,EFTA01051705,self_addressed,,"Attachments: 2017-03-20_Greater StJames.pptx Forwarded message From: Eduardo A Robles Date: Wed, Mar 22, 2017 at 6:41 AM Subject: Greater St James To: 'eevacation mail.com Cc: , Thanu Cnx"
draftfam-ff530c248328,1,45,broad,EFTA01021957,,EFTA01021957,self_copy_with_others,,https://www.bustle.com/p/alcohol-causes-5-of-deaths-worldwide-a-new-study-from-the-world-health- organization-found-I2020023
draftfam-c8dc11981272,2,44,broad,EFTA00855666,,EFTA00855666;EFTA01192730,self_copy_with_others,pressure_language,"Attachments: 612676_-_SF.DOCX; image002jpg Forwarded message From: Richard Kahn my summary is as follows: $ received for call sold 728,278 unrealized loss of closing call 5/27 -370,326 feb settlement less int paid 905,092 march settlement less int paid 189,550 april settlement thru 4/27 less int paid 161,256 may unrealized loss 5/27 with interest 11,529,290) NET UNREALIZED GAIN TWTR AS OF 5/27 84,560 Richard Kahn HBRK Associates Inc. 575 Lexington Avenue 4th Floor New York, NY 10022 tel 212-971-"
draftfam-387404d4d9d2,3,40,broad,EFTA00931942,,EFTA00931942;EFTA00936804;EFTA01015120,self_copy_with_others,,"Attachments: Preliminary_Budget_Rl_for_Shower_&_Steam_Room_at_9_East_71st_Street,_2017.10.17. pdf Forwarded message From: Jeffrey E leevacation@gmail.com> Date: Sun, Dec 24, 2017 at 3:47 PM Subject: Fwd: 9 E 71st, NY - Hammam - Revised Preliminary Budget, Revision One To: jeffrey epstein leevacation®gmail.cotn> Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Wed, Dec 20, 2017 at 9:27 PM Subject: Fwd: 9 E 71st, NY - Hammam - Revised Preliminary Budget, Revision One To: jeffrey eps"
draftfam-0c17151760ab,2,40,broad,EFTA00857228,,EFTA00857228;EFTA00857282,self_copy_with_others,,"Attachments: Rothschild_facture_TR_.pdf; Rothschild_FT_.pdf; cornmande_baronne_.pdf Forwarded message From: Jeffrey E. leevacation@gmail.com> Date: Sun, May 10, 2015 at 6:08 AM Subject: Fwd: Order furniture Paola Lenti To: Jeffrey Epstein Forwarded messa e From: Date: Thu, May 7, 2015 at 3:42 PM Subject: Fwd: Order furniture Paola Lenti To: Jeff leevacation@gmail.com> Ok to pay? All the best, Envoye de mon iPhone"
draftfam-0e3e8406a432,2,40,broad,EFTA02542985,";August 26, 2011",EFTA00918045;EFTA02542985,blank_recipient,handoff_language,"for tables desk chairs,, please send me photos,, go to leah, stores in t=e 20's. order sacco. with new color.. I want to see choices.. *************************************************************************"
draftfam-1ede8ecc2a9f,2,40,broad,EFTA02562027,";October 20, 2012",EFTA00945783;EFTA02562027,blank_recipient,handoff_language,"great news. please send your contact details.. phone. etc. it wou=d be helpful if you coudl send a resume , schools attended. degrees et=. thanks *************************************************************************"
draftfam-252f4a6bcaa7,2,40,broad,EFTA02558544,";August 13, 2012",EFTA00940315;EFTA02558544,blank_recipient,handoff_language,"barbro, please send me the number of the swedish girl that had the d=ting service .. I have some guys and girls for her ********************************************************************************"
draftfam-320fa171a006,2,40,broad,EFTA00813380,";October 28, 2016",EFTA00813380;EFTA02446067,blank_recipient,handoff_language,IO hope you have a greatt time . please send photos . too many people in the house. i prefer last wek
draftfam-3c002ee5f846,2,40,broad,EFTA00882170,;Tue 6/9/2009,EFTA00882170;EFTA01829203,blank_recipient,handoff_language,please send me your private bank details i will send you some money
draftfam-402f954a26a3,2,40,broad,EFTA01021378,,EFTA01021378;EFTA01021445,self_copy_with_others,,"Forwarded message From: J Date: Sun, Sep 30, 2018 at 8:06 AM Subject: Fwd: To: jeffrey epstein leevacation@gmail.com> Forwarded message From: J Date: Sun, Sep 30, 2018 at 6:56 AM Subject: To: jeffrey epstein leevacation@gmail.com> chomsky martin ehud joi jaosha bannon. krauss. terje, bottstiein attia. gromov. bamaby wolf wood"
draftfam-63acd2ccbc50,2,40,broad,EFTA00747648,,EFTA00747648;EFTA00889942,blank_recipient,handoff_language,please send jean philippe all flight info on flights non stop to rio H atlanta. charlotte.and send him the explanaiton of support animal
draftfam-69446847d4d1,2,40,broad,EFTA00350362,,EFTA00350362;EFTA00861339,blank_recipient,handoff_language,"please send the photograher a note that says i would like to see all the photos that he took of me, as i paid 20k for them"
draftfam-b8063d3f572e,2,40,broad,EFTA01820924,;Wed 12/30/2009,EFTA00887183;EFTA01820924,blank_recipient,explicit_draft_language,"hope you had fun.. you use words like it seems absurd why did you take her for a bike/atv ride. i would have gone. ? why does she/they have to sit on the couch, ? why did you give her attention. ? why did you pay more attenton to sarahs birthday.than mine why did she/they look at me that way?, why didn't you criticize her. ? why do you need tohave x,. I went to school ( cooking) as you asked. ( as if the act of going to school was the issue and not the proficiency of the product produced). I am "
draftfam-f897e6ac6f77,2,40,broad,EFTA00822452,";August 1, 2016",EFTA00822452;EFTA02455307,blank_recipient,formal_salutation,"Dear ms Henry , I tried to call today as agreed - does any day this week work for you to visit the island with me. thanks."
draftfam-fa772a30e346,2,40,broad,EFTA02393419,"May 26, 2015;May 28, 2015",EFTA01733161;EFTA02393419,self_copy_with_others,,"-- =br> rationalize investm=nts. lots of small $ little sense. insurance. cash? number of Shares annual repor=? fi=st meetings with brad nov/ brad . starts. de= xmas, I provided a to do list , since then hundreds of emails. tele phone call., in person meetings with you and brad josl=n, only ahead in certain areas none importa=t. no hiring , no software, no IT. =amantha 80k, . i did filings. tax returns to date. john murphy. . ??, I believe that there are too many=personal issues to share with un"
draftfam-086bca9bc98b,1,40,broad,EFTA00874049,,EFTA00874049,blank_recipient,explicit_draft_language,"Forwarded message From: Jeffrey Epstein Date: Sunday, May 19, 2013 Su, To: when woudl you hike to speak? did you send darren the draft/ do upi send the save the date.: time, thanks, On Sun, May 19, 2013 at 11:59 AM, We have the digital photo files of 71st. Not back in NY till June 1 wrote:"
draftfam-0ffe5fe026e4,1,40,broad,EFTA01883175,5/10/2012,EFTA01883175,blank_recipient,handoff_language,"I will be back in ny in 3 weeks. please send all ( more rather than less ). first round projections , second round projections and actuals. until today. ********************************************************************************"
draftfam-18de6d4f88c7,1,40,broad,EFTA01051546,,EFTA01051546,self_copy_with_others,,"Attachments: BLACK_STATE_FILING_MATRIX.pdf; Leon_Black_2015_Year_End_Estimates_-_4-8- 16_23.pdf Forwarded message From: Jeffrey E leevacation®gmail.com> Date: Sat, Apr 9, 2016 at 6:48 AM Subject: Fwd: Decision - where to file requests for extension of time to file State income tax returns To: Melanie Spinella YOU HAVE TO STOP THISum Forwarded message From: Richard Joslin k's Date: Sat, Apr 9, 2016 at 6:41 AM Subject: Decision - where to file requests for extension of time to file State income ta"
draftfam-1c4e5c287c64,1,40,broad,EFTA01028847,,EFTA01028847,self_copy_with_others,,"Attachments: BOURG_FABRICE_ANDRE_GEORGES-PPFDVU.pdf; PPFDVU_ItineraryCalendarics Forwarded message From: Lesley Groff Date: Sun, Jan 27, 2019 at 3:25 PM Subject: Fwd: Itinerary for BOURG/FABRICE ANDRE GEORGES 16FEB19 PPFDVU To: Jefffrey Epstein , We can do the below for Fabrice and Nicolas...arrive NY (first class) on Feb 16th at 10:40am. They can either depart ST. Maartin (Biz Class) direct on 18th or 20th (it does not fly on 19th) $11,330.85 each"
draftfam-260595ceb325,1,40,broad,EFTA01822410,Wed 12/16/2009,EFTA01822410,blank_recipient,handoff_language,please send steve alexanders our fax number at home -- ********************************************************************************
draftfam-353b95e273cc,1,40,broad,EFTA02566934,"March 3, 2013",EFTA02566934,blank_recipient,handoff_language,"please send me this morning updated punchilits for both zoroo and Isj,, t=anks -- *****************************************"
draftfam-3b8a8f53d4ad,1,40,broad,EFTA01009491,,EFTA01009491,self_copy_with_others,,"Forwarded message From: J Date: Thu, Jan 3, 2019 at 8:31 PM Subject: Re: To: Richard Kahn , Brice LSJ GSJ , Karyna Shuliak barge needs repair, engineering builidng . ? carts , landscape equipement . fertilizer and spraying.. docks to be built. cables to be run switches to be nbought. . wall to be built at main pool awnings to be put up. . fibre to be run."
draftfam-4976610ac8ab,1,40,broad,EFTA00825506,,EFTA00825506,self_copy_with_others,,"Attachments: EGP_Site_Plan_Rev-2.pdf; EGP_stone_work.JPG; EGP_Stone_work2.JPG Forwarded message From: Brice Gordon Date: Wed, Jun 15, 2016 at 8:34 PM Subject: ZDC EGP Stone Walls To: Jeffrey Epstein Cc: ZOITO Ranch Jeffrey Attached for your review photo's of stone wall progress and design layout as per visit Apr 6th Regarding the design changes, I would like to confirm the following North East Corner closest to the house is now 10' from Fence, running parallel 10' from Corner of existing upper p"
draftfam-4eeb92bd1f12,1,40,broad,EFTA01033537,,EFTA01033537,self_copy_with_others,,"Forwarded message From: J Date: Fri, Apr 5, 2019 at 9:26 PM Subject: Fwd: Schedule Sat. April 6, 2019 To: jeffrey epstein leea@gmail.com> Forwarded message From: Date: Fri, Apr 5, 2019 at 4:57 PM Subject: Schedule Sat. April 6, 2019 To: Jefffrey Epstein Sat. April 6, 2019 NY 7 valeria 8:30am Rich to arrive 9:00am Appt w/Larty Haravata and Rich Kahn (Low: 930 david 10:00am Appt w/David Fiszel 1030 nn 11:00am Appt w/Robert Kuhn (Rich 11:00am Carosa to pick up Greg Chaitin and family from Holiday I"
draftfam-4f65d489d9ac,1,40,broad,EFTA01900212,Sun 3/3/2013,EFTA01900212,blank_recipient,handoff_language,"please send me this morning updated punchlits for both zoroo and lsj,, thanks *********************************************************************"
draftfam-500b55364d97,1,40,broad,EFTA00945787,,EFTA00945787,self_copy_with_others,,"Forwarded message From: Peter Thiel Date: Tue, Nov 28, 2017 at 4:28 PM Subject: RE: To: ""jeffrey E."" Yeah. get me the list in March when you have it... Great catching up, as always! You can consider this email as confirmation of my agreement to pay your fee of forty million dollars , to be paid no later than Decemeber 8 2017 . This amount will be credited as partial payment towards the agreed 50 percent of savings from your advice. All amounts to be paid no later than September 15 , 2018 . This "
draftfam-5672a28fedbf,1,40,broad,EFTA00837702,,EFTA00837702,self_copy_with_others,,"Forwarded message --------- From: Jeffrey E. leevacation@gmail.com> Date: Fri, Dec 11, 2015 at 9:49 AM Sal e elegant solution ;re fee. , 30 million paid now. with purchase o1 paid with funds from the drawdown. you should use and keep open the line for the full 30m and leave it outstanding until its expiration. in four months. legit biz reason, very nice , - the balance of the fee - paid in kind either low basis art . or interest in either milenium ,lone cascade ,or king street."
draftfam-596a40511dcd,1,40,broad,EFTA00910250,,EFTA00910250,blank_recipient,handoff_language,please send me an updated schedule for sunday mondy tues wed
draftfam-5cb3fd821f1d,1,40,broad,EFTA01061186,,EFTA01061186,blank_recipient,handoff_language,"please send big sample package to LSJ, colors are very very different from office. . grey green . not nice. sorry"
draftfam-624279b4ce45,1,40,broad,EFTA00963450,,EFTA00963450,blank_recipient,explicit_draft_language,"Attachments: 130613 Geneva_Meeting_Note_REV.docx Forwarded message -------- From: Terje Rod-Larsen Date: Fri, Jun 14, 2013 at 4:59 AM Subject: Fw: Updated Draft Meeting Note To: ""Jeevacation@gmail.com"" From: Maureen Quinn To: Terje Rod-Larsen Cc: Camilla Reksten-Monsen Sent: Thu Jun 13 17:01:36 2013 Subject: Updated Draft Meeting Note Hi Terje, Here is the latest draft. Best, Maureen Maureen Quinn Director of Programs International Peace Institute 777 United Nations Plaza New York, New York 1001"
draftfam-629ac8533098,1,40,broad,EFTA00940897,,EFTA00940897,self_copy_with_others,,"Attachments: Scan_I.jpeg; Scan.jpeg; Scan_2.jpeg; Scan_3.jpeg; Scan_4.jpeg; Scan_5.jpeg Forwarded message From: Date: Mon, Jul 9, 2012 at 8:27 AM Subject: Fwd: Zorro Intemet/Phone proposal To: Jeffrey Epstein Forwarded message From: Date: Tue, Jul 3, 2012 at 12:24 AM Subject: Zorro Intemet/Phone proposal To: Jeffrey Epstein Cc: Rich Kahn"
