event_id,date,license_num,event_type,action_subtype,disposition,board_granted_application,completed_sale_verified,transferor,transferor_dba,transferee,transferee_dba,licensee,licensee_dba,pledge_recipient,from_address,to_address,source_id,source_url,page_start,page_end,item_number,outcome_text,referenced_approval_date,ambiguity_notes
BLB-2026-05-21-034-transfer,2026-05-21,LB98927,license_transfer,transfer_application_disposition,granted,True,False,ARE-15 Necco TRS Holding LLC,,"Hawksmoor Boston, Inc",Hawksmoor Boston,,,,"15 Necco St, Boston, MA 02210","15 Necco St, Boston, MA 02210",BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,11,11,17,Granted,,Source uses 'transfer the licensed business' in an alcoholic-beverages license-holder petition. | Transferee follows 'from the above -' without a To: marker; extracted from that explicit clause.
BLB-2026-05-21-035-transfer,2026-05-21,LB99586,license_transfer,transfer_application_disposition,granted,True,False,"Safar Coiffures, Inc.",Safar Salon Boston,"Hugo & Co Holding, LLC",Hugo & Co,,,,"235 Newbury St, Boston, MA 02116","40 W. Third St, South Boston, MA 02127",BLB-2026-05-21,https://www.boston.gov/sites/default/files/file/2026/05/Voting%20Minutes%205-21-26.docx.pdf,12,12,18,Granted,,"Transferor heading is 'Safar Coiffures Inc.'; transfer clause identifies 'Safar Coiffures, Inc.'."
BLB-2026-06-04-027-transfer,2026-06-04,LB202298,license_transfer,transfer_application_disposition,granted,True,False,Buhdtx LLC,Boston Chops,Exchange Hospitality LLC,The Exchange,,,,"52 Temple Place, Boston, MA 02111","52 Temple Place, Boston, MA 02111",BLB-2026-06-04,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-4-26.docx.pdf,9,9,27,Granted,,
BLB-2026-06-04-028-transfer,2026-06-04,LB102056,license_transfer,transfer_application_disposition,granted,True,False,G&V Brighton Mart Inc.,Babushka Deli,Babushka Market & Liquor Corp.,Babushka Deli,,,,"62 Washington St, Brighton, MA 02135","62 Washington St, Brighton, MA 02135",BLB-2026-06-04,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-4-26.docx.pdf,9,9,28,Granted,,Source uses 'transfer the licensed business' in an alcoholic-beverages license-holder petition.
BLB-2026-06-04-029-transfer,2026-06-04,LB457700,license_transfer,transfer_application_disposition,granted,True,False,"Mello Vibez Restaurant, LLC",,"South Station Office & Retail FB Services, LLC","The Moseley/Proper Fare,",,,,"473 River St, Boston, MA 02126","680 Atlantic Ave, Boston, MA 02210",BLB-2026-06-04,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-4-26.docx.pdf,10,10,29,Granted,,"Transferor heading is 'Mello Vibez Restaurant LLC'; transfer clause identifies 'Mello Vibez Restaurant, LLC'."
BLB-2026-06-04-030-transfer,2026-06-04,LB99652,license_transfer,transfer_application_disposition,granted,True,False,"Seaport 50 Hospitality, LLC",Tacos El Chikis,Broad Rest 125 LLC,125,,,,"50 Northern Ave, Boston, MA 02210","125 Broad St, Boston, MA 02110",BLB-2026-06-04,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-4-26.docx.pdf,10,10,30,Granted,,"Transferor heading is 'Seaport 50 Hospitality LLC'; transfer clause identifies 'Seaport 50 Hospitality, LLC'."
BLB-2026-06-25-047-transfer,2026-06-25,LB99314,license_transfer,transfer_application_disposition,granted,True,False,A&B Burgers - Causeway LLC,A&B Burgers,"Sport & Leisure Boston, LLC",Sport & Leisure,,,,"101 Beverly St, Boston, MA 02114","101 Beverly St, Boston, MA 02114",BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,14,14,28,Granted,,
BLB-2026-06-25-048-transfer,2026-06-25,LB99248,license_transfer,transfer_application_disposition,granted,True,False,"Mission Hill Hospitality, LLC",Yellow Door Taqueria-Mission Hill,BUPRIVA 1619 LLC,Flann O'Brien's,,,,"1619 Tremont St, Mission Hill, MA 02120","1619 Tremont St, Mission Hill, MA 02120",BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,14,14,29,Granted,,
BLB-2026-06-25-049-transfer,2026-06-25,LB99194,license_transfer,transfer_application_disposition,granted,True,False,Brasserie 560 LLC,Brasserie,"560 Harrison Ave., LLC",,,,,"560 Harrison Ave, Roxbury, MA 02118","560 Harrison Ave, Roxbury, MA 02118",BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,15,15,30,Granted,,
BLB-2026-06-25-051-transfer,2026-06-25,LB99332,license_transfer,transfer_application_disposition,granted,True,False,"FM Restaurants Signature, LLC",SOL Mexican Cocina,La Petite Maison Boston LLC,"LPM Restaurant & Bar,",,,,"116 Huntington Ave, Boston, MA, 02116","1 Dalton St, Boston, MA 02199",BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,17,17,32,Granted,,"Transferor heading is 'FM Restaurants Signature OpCo, LLC'; transfer clause identifies 'FM Restaurants Signature, LLC'."
BLB-2026-06-25-052-transfer,2026-06-25,LB99804,license_transfer,transfer_application_disposition,granted,True,False,"KLK, Inc.",Ten Tables,"Proctor Restaurant Enterprise, Inc.",LuXXor/The Bloom Room,,,,"597 Centre St, Jamaica Plain, MA 02130","28-30 Kingston St, Boston, MA 02111",BLB-2026-06-25,https://www.boston.gov/sites/default/files/file/2026/06/Voting%20Minutes%206-25-26.docx.pdf,17,17,33,Granted,,
BLB-2026-07-16-033-transfer,2026-07-16,LB101900,license_transfer,transfer_application_disposition,granted,True,False,"Kelly’s Liquor Mart, Inc.",Kelly’s Liquor Mart,Hanuanta Corporation,Kelly’s Liquor Mart,,,,"871-873 Hyde Park Ave, Hyde Park, MA 02136","871-873 Hyde Park Ave, Hyde Park, MA 02136",BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,10,10,25,Granted,,
BLB-2026-07-16-034-transfer,2026-07-16,LB99153,license_transfer,transfer_application_disposition,granted,True,False,21 Merchants Row Corporation,Clarke’s,MerchRow LLC,,,,,"21 Merchants Row, Boston, MA 02109","21 Merchants Row, Boston, MA 02109",BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,10,10,26,Granted,,
BLB-2026-07-16-035-transfer,2026-07-16,LB101581,license_transfer,transfer_application_disposition,granted,True,False,149 Charles Pub LLC,Charles Street Pub,"Charles Publican, LLC",Harry Hare’s,,,,"149 Charles St, Boston, MA 02114","149 Charles St, Boston, MA 02114",BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,11,11,27,Granted,,
BLB-2026-07-16-036-transfer,2026-07-16,LB99420,license_transfer,transfer_application_disposition,granted,True,False,"Somers Boston Restaurants, Inc.",Hennessy’s of Boston,"Himmel Seaport Bar, LLC",Bar 23,,,,"25 Union St, Boston, MA 02108","11 Fan Pier Blvd, Boston, MA 02210",BLB-2026-07-16,https://www.boston.gov/sites/default/files/file/2026/07/Voting%20Minutes%207-16-26.docx.pdf,11,11,28,Granted,,
BLB-2026-08-06-035-transfer,2026-08-06,LB99440,license_transfer,transfer_application_disposition,granted,True,False,"IWJ Restaurant Group, Inc.",Society on High,Clover Ventures III LLC,,,,,"99 High St, Boston, Ma 02110","99 High St, Boston, Ma 02110",BLB-2026-08-06,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf,12,12,25,Granted,,
BLB-2026-08-06-036-transfer,2026-08-06,LB99763,license_transfer,transfer_application_disposition,granted,True,False,"Dynasty Restaurant, Inc.",Dynasty Restaurant,"Zth Enterprises, Inc.",Dynasty Restaurant,,,,"14 Hudson St, Boston, MA 02111","16 Hudson St, Boston, MA 02111",BLB-2026-08-06,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf,13,13,26,Granted,,
BLB-2026-08-06-037-transfer,2026-08-06,LB99810,license_transfer,transfer_application_disposition,granted,True,False,"Wagamama Boston One, LLC",Wagamama,SBCS LLC,Piccolino,,,,"200-299 Faneuil Hall Marketplace, Boston, MA 02109","236 Dorchester St, Boston, MA 02127",BLB-2026-08-06,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf,13,13,27,Granted,,
BLB-2026-08-06-038-transfer,2026-08-06,LB99788,license_transfer,transfer_application_disposition,granted,True,False,UMNVAG Kenmore LLC,,Tuscan Kenmore LLC,,,,,"512 Commonwealth Ave, Boston, MA 02215","528 Commonwealth Ave, Boston, MA 02215",BLB-2026-08-06,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Agenda%208-6-26.docx_0.pdf,14,14,28,Granted,,"Transferor heading is 'UMNVAG Kenmore, LLC'; transfer clause identifies 'UMNVAG Kenmore LLC'."
BLB-2026-08-27-028-transfer,2026-08-27,LB99139,license_transfer,transfer_application_disposition,granted,True,False,"Union Oyster House, Inc.",Union Oyster House,"UOH Manager, LLC",Union Oyster House,,,,"20 Marshall St., Boston, MA 02108","20 Marshall St., Boston, MA 02108",BLB-2026-08-27,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Minutes%208-27-26.docx_0.pdf,9,9,19,Granted,,
BLB-2026-08-27-029-transfer,2026-08-27,LB99342,license_transfer,transfer_application_disposition,granted,True,False,Broad Street Entertainment LLC,,"BOS IX, LLC",The Sports Bra Boston,,,,"1 India St., Boston, MA 02109","1 India St., Boston, MA 02109",BLB-2026-08-27,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Minutes%208-27-26.docx_0.pdf,9,9,20,Granted,,
BLB-2026-08-27-030-transfer,2026-08-27,LB99148,license_transfer,transfer_application_disposition,granted,True,False,"Contilli’s, Inc.",Eddie C's,"The Spur Bar, LLC",,,,,"34 Maverick Sq., East Boston, MA 02128","34 Maverick Sq., East Boston, MA 02128",BLB-2026-08-27,https://www.boston.gov/sites/default/files/file/2026/08/Voting%20Minutes%208-27-26.docx_0.pdf,10,10,21,Granted,,
BLB-2026-09-03-019-transfer,2026-09-03,LB99557,license_transfer,transfer_application_disposition,granted,True,False,Pho Zabb Inc.,Pho Zabb,Boonmaroy LLC,Pho Zabb,,,,"1799 Commonwealth Av., Brighton, MA 02135","1799 Commonwealth Av., Brighton, MA 02135",BLB-2026-09-03,https://www.boston.gov/sites/default/files/file/2026/09/Voting%20Minutes%209-3-26.docx.pdf,6,6,12,Granted,,
BLB-2026-09-03-020-transfer,2026-09-03,LB99583,license_transfer,transfer_application_disposition,granted,True,False,Greek Kitchen 1 LLC,Saloniki,Urban Soccer (Boston) LLC,UNLMTD SOCCER,,,,"132 Brookline Av., Boston, MA 02215","4 Alger Street Boston, MA 02127",BLB-2026-09-03,https://www.boston.gov/sites/default/files/file/2026/09/Voting%20Minutes%209-3-26.docx.pdf,6,6,13,Granted,,
